,Mutation,Brca_odds,Brca_pvalue
157,ACRC,0.4596774193548387,0.6097175179514989
158,ACRV1,0.9354838709677419,1.0
159,ACSBG1,inf,1.0
160,ACSBG2,inf,1.0
161,ACSF3,inf,0.49640970058257533
162,ACSL1,inf,1.0
163,ACSL3,inf,1.0
164,ACSL4,0.9354838709677419,1.0
165,ACSL6,inf,1.0
166,ACSM1,inf,1.0
167,ACSM2A,inf,1.0
168,ACSM2B,0.0,0.4836065573770462
169,ACSM3,0.0,0.4836065573770462
170,ACSS1,inf,1.0
171,ACSS2,0.0,0.4836065573770462
172,ACSS3,inf,1.0
173,ACTA2,inf,1.0
174,ACTB,0.0,0.4836065573770462
175,ACTBL2,0.9354838709677419,1.0
176,ACTC1,inf,1.0
177,ACTG2,0.9354838709677419,1.0
178,ACTL10,inf,1.0
179,ACTL6A,inf,1.0
180,ACTL6B,inf,1.0
181,ACTL7A,inf,1.0
182,ACTL7B,inf,1.0
183,ACTL9,inf,0.49640970058257533
184,ACTN2,inf,0.24461455087386613
185,ACTN4,1.901639344262295,1.0
186,ACTR10,0.0,0.4836065573770462
187,ACTR3,inf,1.0
188,ACTR3C,inf,1.0
189,ACTR5,inf,1.0
190,ACTRT1,inf,1.0
191,ACTRT2,inf,0.11963387712489079
192,ACVR1,inf,1.0
193,ACVR1B,inf,1.0
194,ACVR1C,0.9354838709677419,1.0
195,ACVR2B,0.0,0.4836065573770462
196,ACVRL1,inf,0.49640970058257533
197,ACY3,inf,1.0
198,ACYP2,inf,1.0
199,ADA,inf,0.49640970058257533
200,ADAD1,inf,1.0
201,ADAD2,inf,0.49640970058257533
202,ADAL,0.0,0.4836065573770462
203,ADAM10,0.9354838709677419,1.0
204,ADAM11,inf,0.49640970058257533
205,ADAM12,inf,0.49640970058257533
206,ADAM15,inf,0.11963387712489079
207,ADAM17,inf,1.0
208,ADAM18,0.0,0.4836065573770462
209,ADAM19,0.9354838709677419,1.0
210,ADAM2,inf,1.0
211,ADAM20,0.9354838709677419,1.0
212,ADAM21,0.4596774193548387,0.6097175179514989
213,ADAM22,0.9354838709677419,1.0
214,ADAM23,inf,0.49640970058257533
215,ADAM28,inf,1.0
216,ADAM30,inf,1.0
217,ADAM32,inf,0.49640970058257533
218,ADAM33,inf,1.0
219,ADAM7,inf,1.0
220,ADAM8,1.901639344262295,1.0
221,ADAMDEC1,inf,1.0
222,ADAMTS1,inf,1.0
223,ADAMTS10,2.9,0.619556572120785
224,ADAMTS12,inf,0.24461455087386613
225,ADAMTS13,0.9354838709677419,1.0
226,ADAMTS14,0.9354838709677419,1.0
227,ADAMTS15,inf,0.49640970058257533
228,ADAMTS16,0.9344262295081968,1.0
229,ADAMTS17,0.9344262295081968,1.0
230,ADAMTS18,0.9354838709677419,1.0
231,ADAMTS19,0.9354838709677419,1.0
232,ADAMTS2,inf,0.24461455087386613
233,ADAMTS20,1.901639344262295,1.0
234,ADAMTS3,0.4596774193548387,0.6097175179514989
235,ADAMTS4,inf,1.0
236,ADAMTS5,inf,1.0
237,ADAMTS6,inf,1.0
238,ADAMTS7,1.901639344262295,1.0
239,ADAMTS8,0.9354838709677419,1.0
240,ADAMTS9,inf,0.24461455087386613
241,ADAMTSL1,inf,0.11963387712489079
242,ADAMTSL2,1.901639344262295,1.0
243,ADAMTSL3,0.9354838709677419,1.0
244,ADAMTSL4,3.9322033898305087,0.3659276202013103
245,ADAMTSL4-AS1,inf,1.0
246,ADAMTSL5,0.0,0.4836065573770462
247,ADAP1,inf,1.0
248,ADAP2,inf,1.0
249,ADAR,1.901639344262295,1.0
250,ADARB1,inf,1.0
251,ADARB2,1.901639344262295,1.0
252,ADCK1,inf,1.0
253,ADCK2,0.0,0.4836065573770462
254,ADCK3,inf,0.49640970058257533
255,ADCK5,inf,1.0
256,ADCY1,inf,0.49640970058257533
257,ADCY10,1.901639344262295,1.0
258,ADCY2,inf,0.24461455087386613
259,ADCY3,inf,1.0
260,ADCY5,inf,1.0
261,ADCY6,inf,1.0
262,ADCY7,inf,1.0
263,ADCY8,0.4596774193548387,0.6097175179514989
264,ADCY9,1.901639344262295,1.0
265,ADCYAP1,0.0,0.4836065573770462
266,ADCYAP1R1,inf,1.0
267,ADD2,inf,1.0
268,ADGB,0.9354838709677419,1.0
269,ADH1A,inf,1.0
270,ADH4,inf,1.0
271,ADH6,inf,1.0
272,ADH7,inf,1.0
273,ADHFE1,0.0,0.4836065573770462
274,ADIPOQ,inf,1.0
275,ADIRF,inf,1.0
276,ADNP,0.4596774193548387,0.6097175179514989
277,ADNP2,inf,1.0
278,ADO,0.0,0.4836065573770462
279,ADORA1,inf,1.0
280,ADORA2A,inf,1.0
281,ADORA3,0.9354838709677419,1.0
282,ADPGK,inf,1.0
283,ADPRH,inf,1.0
284,ADPRHL2,0.9354838709677419,1.0
285,ADRA1A,inf,1.0
286,ADRA1B,0.4596774193548387,0.6097175179514989
287,ADRA1D,0.0,0.4836065573770462
288,ADRA2A,0.0,0.4836065573770462
289,ADRA2B,0.9354838709677419,1.0
290,ADRA2C,0.9354838709677419,1.0
291,ADRBK1,inf,1.0
292,ADSSL1,inf,1.0
293,ADTRP,inf,1.0
294,AEBP1,inf,1.0
295,AEBP2,inf,1.0
296,AEN,0.0,0.4836065573770462
297,AES,0.0,0.4836065573770462
298,AF165138.7,inf,1.0
299,AFAP1,inf,1.0
300,AFAP1L1,1.901639344262295,1.0
301,AFAP1L2,inf,1.0
302,AFF1,inf,1.0
303,AFF2,0.6120218579234973,0.6722168206125404
304,AFF3,0.9344262295081968,1.0
305,AFF4,1.901639344262295,1.0
306,AFG3L2,inf,0.49640970058257533
307,AFM,inf,1.0
308,AFMID,0.0,0.2318114076683369
309,AGAP2,inf,1.0
310,AGAP3,inf,0.24461455087386613
311,AGAP4,inf,1.0
312,AGAP5,0.3010752688172043,0.352808881308924
313,AGAP7,inf,0.49640970058257533
314,AGAP8,inf,1.0
315,AGBL1,inf,0.49640970058257533
316,AGBL2,inf,1.0
317,AGBL3,inf,1.0
318,AGBL4,inf,1.0
319,AGBL5,0.0,0.4836065573770462
320,AGER,0.9354838709677419,1.0
321,AGGF1,0.9354838709677419,1.0
322,AGL,0.9354838709677419,1.0
323,AGO1,0.4596774193548387,0.6097175179514989
324,AGO2,inf,0.49640970058257533
325,AGO3,0.0,0.2318114076683369
326,AGPAT1,0.0,0.4836065573770462
327,AGPAT2,0.0,0.4836065573770462
328,AGPAT6,inf,1.0
329,AGRN,inf,0.11963387712489079
330,AGT,0.9344262295081968,1.0
331,AGTPBP1,inf,1.0
332,AGTR1,0.9354838709677419,1.0
333,AGTR2,inf,1.0
334,AGXT,0.0,0.4836065573770462
335,AGXT2,inf,1.0
336,AHCTF1,inf,1.0
337,AHCYL1,inf,1.0
338,AHCYL2,inf,1.0
339,AHDC1,0.9344262295081968,1.0
340,AHI1,0.0,0.4836065573770462
341,AHNAK,0.5036319612590799,0.3524636053578148
342,AHNAK2,1.265536723163842,1.0
343,AHRR,0.9354838709677419,1.0
344,AHSG,inf,1.0
345,AIFM3,0.0,0.4836065573770462
346,AIG1,inf,1.0
347,AIM1,0.0,0.4836065573770462
348,AIM1L,inf,1.0
349,AIMP2,0.0,0.2318114076683369
350,AIPL1,0.9354838709677419,1.0
351,AJAP1,inf,1.0
352,AJUBA,0.0,0.4836065573770462
353,AK5,inf,1.0
354,AK7,0.9354838709677419,1.0
355,AK9,0.0,0.4836065573770462
356,AKAP10,0.9354838709677419,1.0
357,AKAP12,inf,0.49640970058257533
358,AKAP13,0.9354838709677419,1.0
359,AKAP3,inf,0.49640970058257533
360,AKAP4,0.4596774193548387,0.6097175179514989
361,AKAP6,0.4596774193548387,0.6097175179514989
362,AKAP8,0.4596774193548387,0.6097175179514989
363,AKAP8L,0.9354838709677419,1.0
364,AKAP9,2.9,0.619556572120785
365,AKNA,2.9,0.619556572120785
366,AKNAD1,0.9354838709677419,1.0
367,AKR1C1,0.0,0.2318114076683369
368,AKR1C2,0.9354838709677419,1.0
369,AKR1C3,inf,0.49640970058257533
370,AKR1C4,inf,1.0
371,AKR1D1,inf,0.49640970058257533
372,AKR7A3,inf,1.0
373,AKT1,0.0,0.024151836591566604
374,AKT1S1,1.901639344262295,1.0
375,AKT3,inf,0.49640970058257533
376,AL050303.1,0.0,0.4836065573770462
377,AL078585.1,inf,1.0
378,AL079342.1,inf,1.0
379,AL133373.1,inf,1.0
380,AL139099.1,0.0,0.4836065573770462
381,AL161915.1,inf,1.0
382,AL353608.1,inf,1.0
383,AL354898.1,inf,1.0
384,AL357673.1,0.0,0.4836065573770462
385,AL450307.1,0.0,0.4836065573770462
386,AL590708.2,inf,1.0
387,AL592284.1,2.9,0.619556572120785
388,AL627309.1,inf,1.0
389,ALAS1,0.9354838709677419,1.0
390,ALAS2,inf,1.0
391,ALCAM,inf,1.0
392,ALDH18A1,1.901639344262295,1.0
393,ALDH1A1,inf,0.49640970058257533
394,ALDH1A2,inf,0.49640970058257533
395,ALDH1A3,inf,1.0
396,ALDH1B1,inf,1.0
397,ALDH1L1,0.9354838709677419,1.0
398,ALDH1L2,inf,1.0
399,ALDH2,inf,1.0
400,ALDH3B2,inf,1.0
401,ALDH6A1,inf,1.0
402,ALDH8A1,inf,1.0
403,ALDH9A1,0.0,0.2318114076683369
404,ALG10,inf,1.0
405,ALG11,0.9354838709677419,1.0
406,ALG12,inf,1.0
407,ALG13,inf,1.0
408,ALG2,0.0,0.4836065573770462
409,ALG3,inf,1.0
410,ALG9,inf,1.0
411,ALK,0.0,0.4836065573770462
412,ALKBH3,inf,1.0
413,ALKBH8,inf,1.0
414,ALLC,inf,1.0
415,ALMS1,0.45081967213114754,0.4284806102987909
416,ALOX15B,0.4596774193548387,0.6097175179514989
417,ALOX5,inf,0.49640970058257533
418,ALOXE3,inf,1.0
419,ALPK1,inf,1.0
420,ALPK2,3.9322033898305087,0.3659276202013103
421,ALPK3,inf,0.49640970058257533
422,ALPL,inf,1.0
423,ALPP,1.901639344262295,1.0
424,ALPPL2,inf,1.0
425,ALS2,0.9354838709677419,1.0
426,ALS2CL,inf,1.0
427,ALS2CR11,1.901639344262295,1.0
428,ALS2CR12,0.0,0.4836065573770462
429,ALX4,inf,1.0
430,ALYREF,inf,1.0
431,AMACR,inf,1.0
432,AMBP,2.9,0.619556572120785
433,AMBRA1,1.901639344262295,1.0
434,AMD1,inf,1.0
435,AMDHD1,inf,1.0
436,AMELX,0.9354838709677419,1.0
437,AMER1,0.4596774193548387,0.6097175179514989
438,AMER2,inf,1.0
439,AMER3,1.901639344262295,1.0
440,AMFR,inf,1.0
441,AMH,inf,0.49640970058257533
442,AMHR2,inf,1.0
443,AMIGO1,0.0,0.2318114076683369
444,AMMECR1,inf,0.11963387712489079
445,AMMECR1L,inf,0.49640970058257533
446,AMOT,2.9,0.619556572120785
447,AMOTL1,inf,1.0
448,AMOTL2,inf,1.0
449,AMPD1,inf,1.0
450,AMPD2,inf,1.0
451,AMPD3,inf,1.0
452,AMPH,inf,0.49640970058257533
453,AMTN,inf,1.0
454,AMY1A,inf,1.0
455,AMY2B,inf,1.0
456,AMZ1,inf,1.0
457,AMZ2,0.9354838709677419,1.0
458,ANAPC1,0.0,0.4836065573770462
459,ANAPC11,0.0,0.4836065573770462
460,ANAPC13,inf,1.0
461,ANAPC2,1.901639344262295,1.0
462,ANAPC5,inf,1.0
463,ANAPC7,0.9354838709677419,1.0
464,ANG,inf,1.0
465,ANGEL1,0.0,0.4836065573770462
466,ANGEL2,inf,1.0
467,ANGPT1,0.0,0.4836065573770462
468,ANGPT4,0.9354838709677419,1.0
469,ANGPTL1,inf,0.49640970058257533
470,ANGPTL2,inf,1.0
471,ANGPTL4,inf,1.0
472,ANGPTL7,0.0,0.4836065573770462
473,ANHX,inf,1.0
474,ANK1,1.9322033898305084,0.6806215175199123
475,ANK2,0.6875,0.7109074080999201
476,ANK3,0.9354838709677419,1.0
477,ANKAR,inf,1.0
478,ANKEF1,0.4596774193548387,0.6097175179514989
479,ANKFN1,1.901639344262295,1.0
480,ANKHD1,0.4596774193548387,0.6097175179514989
481,ANKIB1,0.0,0.4836065573770462
482,ANKLE1,0.9354838709677419,1.0
483,ANKLE2,0.9354838709677419,1.0
484,ANKMY1,1.901639344262295,1.0
485,ANKRD11,0.9322033898305084,1.0
486,ANKRD12,0.9354838709677419,1.0
487,ANKRD13B,0.0,0.2318114076683369
488,ANKRD17,2.9,0.619556572120785
489,ANKRD18A,inf,0.49640970058257533
490,ANKRD18B,0.3010752688172043,0.352808881308924
491,ANKRD2,inf,1.0
492,ANKRD20A1,0.4596774193548387,0.6097175179514989
493,ANKRD20A4,0.9344262295081968,1.0
494,ANKRD20A5P,inf,1.0
495,ANKRD24,inf,1.0
496,ANKRD27,inf,1.0
497,ANKRD29,inf,1.0
498,ANKRD30A,1.9322033898305084,0.6806215175199123
499,ANKRD30B,inf,0.058060441355786196
500,ANKRD31,inf,1.0
501,ANKRD33,inf,1.0
502,ANKRD33B,inf,0.49640970058257533
503,ANKRD34A,0.0,0.2318114076683369
504,ANKRD34C,0.9354838709677419,1.0
505,ANKRD35,1.901639344262295,1.0
506,ANKRD36,inf,1.0
507,ANKRD36C,0.0,0.4836065573770462
508,ANKRD40,inf,1.0
509,ANKRD44,0.9344262295081968,1.0
510,ANKRD46,inf,1.0
511,ANKRD50,inf,1.0
512,ANKRD52,0.0,0.4836065573770462
513,ANKRD6,inf,1.0
514,ANKRD60,inf,1.0
515,ANKRD62,inf,1.0
516,ANKRD65,inf,1.0
517,ANKRD66,inf,1.0
518,ANKS1B,0.9354838709677419,1.0
519,ANKS3,inf,1.0
520,ANKS6,inf,1.0
521,ANKUB1,inf,1.0
522,ANKZF1,inf,1.0
523,ANLN,0.9354838709677419,1.0
524,ANO1,0.9354838709677419,1.0
525,ANO10,inf,1.0
526,ANO2,inf,1.0
527,ANO3,0.9354838709677419,1.0
528,ANO4,1.901639344262295,1.0
529,ANO5,inf,0.49640970058257533
530,ANO6,inf,1.0
531,ANO7,0.9354838709677419,1.0
532,ANO8,0.0,0.4836065573770462
533,ANO9,inf,1.0
534,ANP32B,inf,1.0
535,ANP32D,inf,1.0
536,ANPEP,0.9354838709677419,1.0
537,ANTXR1,inf,1.0
538,ANTXRL,0.9354838709677419,1.0
539,ANXA1,inf,1.0
540,ANXA3,inf,0.49640970058257533
541,ANXA6,0.9354838709677419,1.0
542,ANXA7,inf,1.0
543,ANXA9,inf,1.0
544,AOAH,inf,1.0
545,AOC1,0.9354838709677419,1.0
546,AOC2,inf,1.0
547,AOC3,0.0,0.4836065573770462
548,AOX1,0.9354838709677419,1.0
549,AP000345.1,inf,1.0
550,AP000708.1,inf,1.0
551,AP000769.1,inf,0.49640970058257533
552,AP000783.1,inf,1.0
553,AP001468.1,1.901639344262295,1.0
554,AP001652.1,inf,1.0
555,AP003062.1,0.9344262295081968,1.0
556,AP003068.23,inf,0.49640970058257533
557,AP003733.1,0.0,0.4836065573770462
558,AP003774.4,inf,1.0
559,AP005901.1,0.0,0.4836065573770462
560,AP1B1,0.0,0.4836065573770462
561,AP1G1,0.0,0.4836065573770462
562,AP1G2,0.9354838709677419,1.0
563,AP1M1,0.9354838709677419,1.0
564,AP1M2,0.0,0.4836065573770462
565,AP2A1,inf,1.0
566,AP2A2,0.9344262295081968,1.0
567,AP2B1,0.9354838709677419,1.0
568,AP3B1,0.0,0.4836065573770462
569,AP3B2,inf,1.0
570,AP3D1,0.0,0.4836065573770462
571,AP4E1,0.0,0.4836065573770462
572,AP4M1,0.9354838709677419,1.0
573,AP5B1,0.9354838709677419,1.0
574,AP5M1,1.901639344262295,1.0
575,AP5Z1,inf,0.49640970058257533
576,APAF1,0.4596774193548387,0.6097175179514989
577,APBA1,0.2217741935483871,0.19638459638021222
578,APBA2,inf,0.49640970058257533
579,APBB1,inf,1.0
580,APC,inf,1.0
581,APC2,inf,1.0
582,APCDD1,inf,1.0
583,APCDD1L,inf,1.0
584,APCS,inf,1.0
585,APEH,inf,0.49640970058257533
586,API5,0.0,0.4836065573770462
587,APLNR,inf,1.0
588,APLP1,0.0,0.4836065573770462
589,APLP2,inf,1.0
590,APMAP,inf,1.0
591,APOA2,inf,1.0
592,APOA4,inf,1.0
593,APOB,2.3333333333333335,0.3255626317169924
594,APOBEC3A,inf,1.0
595,APOBEC3G,inf,0.49640970058257533
596,APOBEC4,0.0,0.4836065573770462
597,APOBR,0.9354838709677419,1.0
598,APOC1,inf,1.0
599,APOC3,0.9354838709677419,1.0
600,APOC4,inf,1.0
601,APOF,inf,1.0
602,APOH,0.9354838709677419,1.0
603,APOL1,0.9354838709677419,1.0
604,APOL2,inf,1.0
605,APOL3,inf,1.0
606,APOL5,0.9354838709677419,1.0
607,APOL6,inf,1.0
608,APOPT1,0.9354838709677419,1.0
609,APP,inf,1.0
610,APPL1,0.9354838709677419,1.0
611,APTX,inf,1.0
612,AQP10,0.9354838709677419,1.0
613,AQP2,inf,1.0
614,AQP6,inf,1.0
615,AQPEP,0.0,0.4836065573770462
616,AQR,inf,1.0
617,AR,0.9333333333333333,1.0
618,ARAF,inf,1.0
619,ARAP1,1.901639344262295,1.0
620,ARAP2,0.4596774193548387,0.6097175179514989
621,ARAP3,inf,0.11963387712489079
622,ARC,0.0,0.4836065573770462
623,ARCN1,inf,1.0
624,AREG,inf,1.0
625,AREL1,inf,1.0
626,ARF1,inf,1.0
627,ARF4,0.0,0.4836065573770462
628,ARF6,inf,1.0
629,ARFGAP1,inf,1.0
630,ARFGAP3,0.9354838709677419,1.0
631,ARFGEF1,inf,1.0
632,ARFGEF2,inf,1.0
633,ARFIP2,inf,1.0
634,ARG1,inf,1.0
635,ARGFX,inf,1.0
636,ARHGAP11B,inf,1.0
637,ARHGAP12,inf,0.49640970058257533
638,ARHGAP15,inf,1.0
639,ARHGAP17,inf,1.0
640,ARHGAP19-SLIT1,0.0,0.4836065573770462
641,ARHGAP20,inf,1.0
642,ARHGAP21,0.0,0.4836065573770462
643,ARHGAP22,inf,0.24461455087386613
644,ARHGAP23,0.0,0.4836065573770462
645,ARHGAP24,inf,0.49640970058257533
646,ARHGAP25,2.9,0.619556572120785
647,ARHGAP26,0.9354838709677419,1.0
648,ARHGAP27,inf,0.49640970058257533
649,ARHGAP28,inf,1.0
650,ARHGAP29,0.9354838709677419,1.0
651,ARHGAP30,inf,0.49640970058257533
652,ARHGAP31,0.9354838709677419,1.0
653,ARHGAP32,0.9354838709677419,1.0
654,ARHGAP33,inf,0.24461455087386613
655,ARHGAP35,1.425,1.0
656,ARHGAP36,inf,1.0
657,ARHGAP39,0.6120218579234973,0.6722168206125404
658,ARHGAP4,1.901639344262295,1.0
659,ARHGAP40,0.9354838709677419,1.0
660,ARHGAP42,inf,1.0
661,ARHGAP44,0.9354838709677419,1.0
662,ARHGAP5,inf,0.49640970058257533
663,ARHGAP6,2.9,0.619556572120785
664,ARHGAP9,0.9354838709677419,1.0
665,ARHGDIA,0.9354838709677419,1.0
666,ARHGDIG,inf,1.0
667,ARHGEF1,0.9354838709677419,1.0
668,ARHGEF10,inf,0.49640970058257533
669,ARHGEF10L,inf,1.0
670,ARHGEF11,2.9,0.619556572120785
671,ARHGEF12,0.9354838709677419,1.0
672,ARHGEF15,0.9344262295081968,1.0
673,ARHGEF17,0.9354838709677419,1.0
674,ARHGEF18,0.9354838709677419,1.0
675,ARHGEF19,inf,1.0
676,ARHGEF25,inf,1.0
677,ARHGEF28,0.0,0.2318114076683369
678,ARHGEF3,inf,1.0
679,ARHGEF33,inf,1.0
680,ARHGEF38,0.4596774193548387,0.6097175179514989
681,ARHGEF4,0.0,0.4836065573770462
682,ARHGEF40,inf,0.49640970058257533
683,ARHGEF5,0.0,0.2318114076683369
684,ARHGEF6,inf,1.0
685,ARHGEF7,0.0,0.4836065573770462
686,ARID1A,1.425,1.0
687,ARID1B,1.1853448275862069,1.0
688,ARID2,inf,0.49640970058257533
689,ARID3A,inf,1.0
690,ARID3B,0.4596774193548387,0.6097175179514989
691,ARID3C,inf,1.0
692,ARID4A,inf,1.0
693,ARID4B,inf,1.0
694,ARID5A,0.0,0.4836065573770462
695,ARIH2,0.9344262295081968,1.0
696,ARL13A,inf,1.0
697,ARL13B,1.901639344262295,1.0
698,ARL14EP,0.0,0.4836065573770462
699,ARL3,0.0,0.4836065573770462
700,ARL5C,0.0,0.4836065573770462
701,ARL6IP1,inf,1.0
702,ARL6IP4,inf,1.0
703,ARMC10,0.0,0.4836065573770462
704,ARMC12,inf,1.0
705,ARMC3,0.4596774193548387,0.6097175179514989
706,ARMC4,0.9354838709677419,1.0
707,ARMC5,inf,0.24461455087386613
708,ARMC8,inf,1.0
709,ARMC9,inf,1.0
710,ARMCX2,0.9354838709677419,1.0
711,ARMCX4,2.9,0.619556572120785
712,ARMCX6,0.0,0.4836065573770462
713,ARNT,inf,0.49640970058257533
714,ARNT2,inf,0.49640970058257533
715,ARNTL,0.0,0.4836065573770462
716,ARNTL2,inf,1.0
717,ARRB1,inf,1.0
718,ARRB2,inf,1.0
719,ARRDC1,inf,1.0
720,ARRDC3,0.0,0.4836065573770462
721,ARRDC4,0.4596774193548387,0.6097175179514989
722,ARRDC5,1.901639344262295,1.0
723,ARSA,0.0,0.2318114076683369
724,ARSB,0.9354838709677419,1.0
725,ARSD,0.9354838709677419,1.0
726,ARSE,inf,1.0
727,ARSF,1.425,1.0
728,ARSH,inf,0.49640970058257533
729,ARSI,0.0,0.4836065573770462
730,ARSJ,inf,1.0
731,ART1,inf,0.49640970058257533
732,ART3,0.9354838709677419,1.0
733,ART4,inf,1.0
734,ART5,0.9354838709677419,1.0
735,ARV1,0.0,0.4836065573770462
736,ARVCF,inf,1.0
737,ARX,inf,1.0
738,ASAH1,inf,1.0
739,ASAH2,inf,1.0
740,ASAH2C,0.0,0.4836065573770462
741,ASAP1,inf,1.0
742,ASAP2,inf,0.49640970058257533
743,ASAP3,inf,1.0
744,ASB1,0.0,0.4836065573770462
745,ASB10,inf,1.0
746,ASB13,0.9354838709677419,1.0
