Name	luad_pvalue_transcriptomics	luad_rvalue_transcriptomics	hnscc_pvalue_transcriptomics	hnscc_rvalue_transcriptomics	ovarian_pvalue_transcriptomics	ovarian_rvalue_transcriptomics	colon_pvalue_transcriptomics	colon_rvalue_transcriptomics	brca_pvalue_transcriptomics	brca_rvalue_transcriptomics	lscc_pvalue_transcriptomics	lscc_rvalue_transcriptomics	luad_pvalue_proteomics	luad_rvalue_proteomics	hnscc_pvalue_proteomics	hnscc_rvalue_proteomics	ovarian_pvalue_proteomics	ovarian_rvalue_proteomics	colon_pvalue_proteomics	colon_rvalue_proteomics	brca_pvalue_proteomics	brca_rvalue_proteomics	lscc_pvalue_proteomics	lscc_rvalue_proteomics
BLK	0.023403531664810448	0.22852497310085884	0.15904798907958534	0.16285010424414337	0.4085341675656593	0.09272421814278496			0.05214881891261203	0.21729291399789763	0.0005602035842084382	0.3406938223082734	0.02169451774995457	0.25930591737116065	0.3888997086746055	-0.20230084642296053	0.7886205222644722	-0.05297908353372353			0.14009085117793074	-0.1561303195903549		
BMP1	0.0018720852556665252	0.3077443792282212	0.9238664680724548	-0.010369128029492039	0.012409947305339073	0.27149426532923504	0.11793137127219655	0.16203421359893044	0.5470329531915025	0.07362458691350326	9.27446483361808e-10	0.5616391740701305	0.24870311413007498	0.1179331737382868	0.17746036756495784	-0.1576818344208778	0.014204764829169731	0.32597566168075165			0.17837627366686323	0.14376111164480743	0.1609350360073898	0.1507460113726513
BNIP3L	2.6849424587630978e-11	0.5967140074359101	4.634823595068962e-07	0.4876369343031334	2.1117683915135293e-14	0.6926421229685816	3.916779399230404e-13	0.6435701087043267	4.2113510125283874e-08	0.49344546050256494	2.5101217178059584e-08	0.5191847160637004	0.006492890262912954	0.32096706901842803	0.9881692388576301	-0.004236299476620801	0.0028344902921653868	0.3902419566764904			0.011826737001747705	0.3237596420837774	0.10586419894553384	0.2530093419205924
C8orf48	0.008698799279547866	0.2625338410889369	0.3126994094872318	0.11951235877886171					0.009552372401275055	0.2590564170630195	0.00327296900472772	0.29314397674439263												
C8orf49			0.6381344090794743	0.056842480039004134					0.3149219788381871	0.28779634048828584														
C8orf58	5.120066759440376e-08	0.5064618378292287	0.002962755123868353	0.31122109461372294			8.398669932341464e-10	0.5624058875938431	0.15915811075137876	0.15376878070152966	7.554516362462094e-15	0.6742055843486221												
C8orf74	0.01056420475265704	0.3723368750434924	0.3690159091211101	0.10474072338421607																				
CCAR2	4.287673462772113e-30	0.8550410081307427	3.7800588333763824e-18	0.7349440583749364			4.4142299656244464e-13	0.6422783699886586			3.576546946545161e-17	0.714166277104439	0.16120597476100634	0.16004319633972827	5.629602173950717e-14	0.6725317832809631			5.42701178159642e-13	0.679743452629491			0.0055281575288888204	0.33273288561790515
CCAR2	4.287673462772113e-30	0.8550410081307427	3.7800588333763824e-18	0.7349440583749364			4.4142299656244464e-13	0.6422783699886586			3.576546946545161e-17	0.714166277104439	0.16120597476100634	0.16004319633972827	5.629602173950717e-14	0.6725317832809631			5.42701178159642e-13	0.679743452629491			0.0055281575288888204	0.33273288561790515
CCAR2	4.287673462772113e-30	0.8550410081307427	3.7800588333763824e-18	0.7349440583749364			4.4142299656244464e-13	0.6422783699886586			3.576546946545161e-17	0.714166277104439	0.16120597476100634	0.16004319633972827	5.629602173950717e-14	0.6725317832809631			5.42701178159642e-13	0.679743452629491			0.0055281575288888204	0.33273288561790515
CCAR2	4.287673462772113e-30	0.8550410081307427	3.7800588333763824e-18	0.7349440583749364			4.4142299656244464e-13	0.6422783699886586			3.576546946545161e-17	0.714166277104439	0.16120597476100634	0.16004319633972827	5.629602173950717e-14	0.6725317832809631			5.42701178159642e-13	0.679743452629491			0.0055281575288888204	0.33273288561790515
CCDC25	8.559086158145488e-19	0.7342977309013192	9.061893475383252e-24	0.8046488836433163	2.838753914842453e-10	0.5994545363308982	9.34019693244386e-16	0.6943126196613624	1.3625959069847116e-12	0.6134692665129848	1.6465483936209451e-15	0.6862728182402189	0.12726215068043592	0.18127875022305612	9.718780949345877e-23	0.7972738106058861	3.931645668560005e-12	0.7116368944764728	1.5366482667861864e-05	0.45647986365256926	4.449719265971127e-14	0.6493861687337183	2.6904334322293888e-11	0.6104435920208241
CCDC25	8.559086158145488e-19	0.7342977309013192	9.061893475383252e-24	0.8046488836433163	2.838753914842453e-10	0.5994545363308982	9.34019693244386e-16	0.6943126196613624	1.3625959069847116e-12	0.6134692665129848	1.6465483936209451e-15	0.6862728182402189	0.12726215068043592	0.18127875022305612	9.718780949345877e-23	0.7972738106058861	3.931645668560005e-12	0.7116368944764728	1.5366482667861864e-05	0.45647986365256926	4.449719265971127e-14	0.6493861687337183	2.6904334322293888e-11	0.6104435920208241
CDCA2	0.007576838789474759	0.2670611487870038	2.7153882547147015e-09	0.5573584060702982			2.0150792857263886e-12	0.6278981354916644	0.005665475015114603	0.2741504853786404	0.027667216823140436	0.22182381903694737			0.5252134174877112	0.08821665009779528					2.3693637807973098e-05	0.42196194899168366	0.12251521831897334	0.20593379013962948
CHMP7	1.936022270644995e-20	0.757295010298183	8.986725754741627e-17	0.7131302891016214			8.955883548671994e-33	0.8765746568604749	3.696650303738089e-14	0.6432690051346508	1.5526946798724251e-25	0.8186138479956926	6.5859865869933634e-18	0.7300772168535224	3.1444649354259186e-11	0.6136706609777745	1.6736151356588e-11	0.6949847251392681	0.0006225899197756049	0.3742573489718015	8.952669305843162e-14	0.6389679605833698	6.68072084510048e-18	0.7387061346318444
CHRNA2	0.001924362238960212	0.3138607561497595	0.35503794735501065	0.10815712291573082	0.3263000195598846	0.11211162202716793			0.8312030477833062	0.048098502950218155	0.4562253589552213	0.09620807858304148												
CLDN23	0.0003551127508089854	0.3491990011916969	0.1658014079472454	0.15874070463762482	8.923031688258373e-05	0.40070902030830596	0.007191956977043475	0.2701127484528284	0.010373750983285423	0.2559883559449223	0.003068847067049756	0.295397073008732	0.8359770247602349	0.029101413860351838	0.4261283036487946	-0.32546819909134095							0.4024007900891069	0.145032249774391
CLN8	3.802674510440598e-20	0.7529727791950138	1.2722021853779576e-16	0.7094982549977296	0.0015219962850840012	0.3337989417101207	2.1285282662883067e-11	0.6040307290645495	2.9549946438040574e-05	0.39254619465137763	2.8193510517649153e-18	0.7313292212194465			0.1008627843586887	0.215909046006628			0.0950394285614821	0.9955335905976063				
CLU	0.09176179260807109	0.17169912526767506	0.3397194997359573	0.11157898842267651	0.10348263635841778	0.181568267440393	0.8519685418193563	0.019462749642333313	0.005534002186641211	0.2751569208793845	0.03287577208877993	0.21535738176008531	0.15668432736099416	0.14995814688315362	0.9524710343043796	-0.00806044289914224	0.000920253439284122	0.39547020989830356	0.9103740970294995	-0.0156922206083916	0.6634030391993367	0.051397458210225996	0.7869265934622239	-0.030619706958498475
CNOT7	5.205641540015598e-20	0.7506152411817167	3.9579658291815583e-25	0.818279765941129	1.6427065619615625e-18	0.7623423045887812	1.3819584443492697e-20	0.7656692932683247	4.9191365102921544e-18	0.7093652104182568	5.133843617418682e-15	0.6773769795978083	5.3918579114584594e-06	0.44700198151579656	6.133906352264031e-08	0.5262271997975849	0.0006163791331262493	0.4077568214244649	0.018232887056140804	0.3104775371783771	9.300793100315996e-06	0.4250235561726161	5.901786590356106e-07	0.488350108544512
CSGALNACT1	0.0003551127508089854	0.3490802141428269	0.009112482797751191	0.2769257888155159	0.9658335558510888	-0.004337957599211892	0.02187062899217476	0.23243128549432124	0.0007888979565593768	0.33162160521418893	1.3023071528317168e-08	0.5280255114851247			0.7404148205342729	0.07367295631708962								
CSMD1	0.16911493116937287	0.13912982160735865	0.21015740752444587	0.14453313646269234	0.8327146283781192	0.022850879370402102			0.9087540213913987	0.020578148019570332	0.18311403258896544	0.13542440379306375	0.140630128833662	0.2712896110302846										
CTSB	0.10841864756000393	0.16294863744232196	0.0013754438725343268	0.33147359633583084	0.0004531460889835842	0.3641255588139889	2.7101783939871243e-07	0.48489250231992786	0.11524663340171291	0.16883266269688535	0.0007290339504666738	0.3337892208400548	0.00701960771519855	0.27580298147613724	0.011920508517775808	0.27234298380294825	0.0006163791331262493	0.40781964483382366	0.0009625881514329517	0.3613594224275811	0.029250480119021025	0.22016467269705856	0.019069032983324755	0.24299402608352197
DCTN6	5.764371779176702e-18	0.7218415390802972	1.2722021853779576e-16	0.7099865012330238	1.7947324876757569e-09	0.5775710952885916	2.0272156491390086e-15	0.6878272284972763	3.6048411918322554e-16	0.678618700408816	2.9946095476915874e-17	0.7156479017219944	0.00010237428729690501	0.3858882858402504	0.03337650614064061	0.23774758003952426	0.4901474488540737	0.10722305404216408	0.023501971755208947	0.2552793753446403	0.015263447745747902	0.24332821001465413	0.0002593444613686518	0.3737427279599763
DEFA1			0.7563382821950931	0.03740651612643847					0.6916044468311775	-0.10468280740148303														
DEFA10P																								
DEFA11P																								
DEFA1B			0.7866012345188068	0.0328145074359288					0.3149219788381871	-0.21536205531385147					0.22013223914994764	0.14196629635242364								
DEFA3	0.4905575845595991	0.09568221514282126	0.7556198973683423	-0.03803396619691047					0.24937181766671943	-0.2974022442879437	0.6923408443565192	0.0571090139365514	0.16120597476100634	0.14556569812690462	0.12122901899733078	0.1811839325057628			0.03759015816920256	-0.24382634253766472	0.8928777795170713	0.012761895854196154	0.4170405318866081	0.08752816370510993
DEFA4	0.01079523564462956	0.38212747744661224	0.8319657478707128	0.0245111656283981	0.3063497905182426	-0.11700531709128348			0.6649552666336385	-0.36026110373488435	0.9912295318161309	-0.003050777428903667	0.04573729247531461	0.20797656836788916	0.35378682205509415	0.11075679407653022			0.2405892075134024	-0.13733690121662606	0.7385822717711618	0.03958414845336505	0.4041914614083929	0.09041979550879642
DEFA5			0.3303536933252056	0.11420647085366437	0.02291043337724164	-0.24801234548857395	0.07542087760617748	0.18353344134098803	0.8549334675564813	-0.11335915089595618			0.35056420586641907	0.09531665424143401			0.7281791869986783	0.06580258735308449	0.0030599194301617824	0.34744713636163727				
DEFA6			0.32619391609757387	0.11601683023086672	0.048568683898148654	0.2181770925239461	0.06325325770166923	0.19139556421096507									0.8457065473103095	0.04415943777152602	0.03985978582659325	0.23269747791035314				
DEFA8P			0.32619391609757387	0.11618896700991367																				
DEFA9P			0.48356335526116095	0.08457192147853358																				
DEFB1	0.012041209642850602	0.2576311565418461	0.398635346305118	0.09958447684248092	0.048568683898148654	0.21853662448813274	0.08098042537605787	0.17997611200582922	0.23333684299039756	0.13732394721989152	0.011137452478498674	0.25857759013967296			0.30363508415605717	0.14228442805821961	0.011332839633501965	0.4634000442763416						
DEFB103A			0.5565517640295344	0.07031785248581071											0.2885975034216929	0.14276921296873413								
DEFB103B			0.6132472696496221	0.060534761801789905	0.5577586339402105	0.06507331025330437			0.7969357774116153	-0.24989231938910444														
DEFB104A			0.1658014079472454	0.15887612847592217	0.48364433691380426	-0.07733103088909762																		
DEFB104B			0.21015740752444587	0.1444855537685697																				
DEFB105A			0.5344504931379257	0.0748758074976742																				
DEFB105B			0.2389039757682494	0.13692196237023224	0.6533403430643686	0.050467899594893145																		
DEFB106A			0.20652963656633205	0.14603999421571823																				
DEFB106B			0.07378382072512558	0.2007488507806075																				
DEFB107A			0.08139648885840003	0.19597406749164198	0.37866925442159516	0.0989199051423087																		
DEFB107B			0.0868160786392572	0.19306344819113944																				
DEFB109A			0.4547809271696385	0.08994170731598644																				
DEFB109B			0.8403055277181481	0.022072125588620053																				
DEFB130A			0.7482666660469833	0.040177521874957406																				
DEFB130B			0.5344504931379257	0.07521212872431296																				
DEFB134	0.2891439380673884	0.12320356409496151	0.7874311121528921	-0.03225661479817234	0.1051702531241249	-0.17995945711081685					0.12683727596600183	0.17185598188170284												
DEFB135	0.9501452046217405	0.008547821610819795	0.45068633081331433	0.09092122960430372	0.5281023731173379	0.07000885726937953																		
DEFB136			0.4653652110264326	0.08802288921341342																				
DEFB4A	0.16911493116937287	0.1735372815875236	0.7963417963019698	0.030253850199866653					0.551960418029308	0.3033727297121083														
DEFB4B			0.4284877288393695	0.09460294231946292	0.5790765753809662	0.061413039335172635			0.15349729002206955	0.7479543016965515					0.12122901899733078	0.18522860859642326								
DEFT1P			0.3303536933252056	0.114368038403766																				
DEFT1P2			0.3303536933252056	0.114368038403766																				
DLC1	0.03432653918431939	0.21260020087916223	0.3095326865755881	0.12044823201797902	0.005176500214477868	0.29893178551300437	0.4603124163501818	0.07720160303671124	0.5201178949035111	0.07849953232206093	4.556109347223413e-05	0.39650757196019815	0.1418559304710195	0.1553362798832815	0.5985897622684097	0.3976494340874318	0.2352129130249441	-0.3303279002859144			0.5700956643359698	0.07081334567969642	0.7565108812219724	0.03738748030466196
DLGAP2	0.02948790752608343	0.21953994305164376	0.00046281304564376374	0.35853380025260134	0.3063497905182426	0.11719937216364125			0.02613719855745955	0.2587380717285558	0.06519930188191507	0.19103534276216155												
DLGAP2-AS1			0.9495330365201724	-0.006714609924094769																				
DMTN	2.5487168887694526e-11	0.5974580542658161	0.0015347273761166318	0.3285318872068083	2.4212803360893753e-08	0.5436334717374302	5.887386880835354e-08	0.5072848562511254	0.35778480723289086	0.10717998244443679	5.904481871394686e-06	0.43499552421989884	0.16120597476100634	0.16004319633972827	0.3888997086746055	0.1032248530235732	0.9013461799219228	-0.04441889783469219	0.1558518329251377	0.16576766087700914	0.6634030391993367	0.050084489254391	0.0055281575288888204	0.3332347061474782
DMTN	2.5487168887694526e-11	0.5974580542658161	0.0015347273761166318	0.3285318872068083	2.4212803360893753e-08	0.5436334717374302	5.887386880835354e-08	0.5072848562511254	0.35778480723289086	0.10717998244443679	5.904481871394686e-06	0.43499552421989884	0.16120597476100634	0.16004319633972827	0.3888997086746055	0.1032248530235732	0.9013461799219228	-0.04441889783469219	0.1558518329251377	0.16576766087700914	0.6634030391993367	0.050084489254391	0.0055281575288888204	0.3332347061474782
DMTN	2.5487168887694526e-11	0.5974580542658161	0.0015347273761166318	0.3285318872068083	2.4212803360893753e-08	0.5436334717374302	5.887386880835354e-08	0.5072848562511254	0.35778480723289086	0.10717998244443679	5.904481871394686e-06	0.43499552421989884	0.16120597476100634	0.16004319633972827	0.3888997086746055	0.1032248530235732	0.9013461799219228	-0.04441889783469219	0.1558518329251377	0.16576766087700914	0.6634030391993367	0.050084489254391	0.0055281575288888204	0.3332347061474782
DMTN	2.5487168887694526e-11	0.5974580542658161	0.0015347273761166318	0.3285318872068083	2.4212803360893753e-08	0.5436334717374302	5.887386880835354e-08	0.5072848562511254	0.35778480723289086	0.10717998244443679	5.904481871394686e-06	0.43499552421989884	0.16120597476100634	0.16004319633972827	0.3888997086746055	0.1032248530235732	0.9013461799219228	-0.04441889783469219	0.1558518329251377	0.16576766087700914	0.6634030391993367	0.050084489254391	0.0055281575288888204	0.3332347061474782
DMTN	2.5487168887694526e-11	0.5974580542658161	0.0015347273761166318	0.3285318872068083	2.4212803360893753e-08	0.5436334717374302	5.887386880835354e-08	0.5072848562511254	0.35778480723289086	0.10717998244443679	5.904481871394686e-06	0.43499552421989884	0.16120597476100634	0.16004319633972827	0.3888997086746055	0.1032248530235732	0.9013461799219228	-0.04441889783469219	0.1558518329251377	0.16576766087700914	0.6634030391993367	0.050084489254391	0.0055281575288888204	0.3332347061474782
DMTN	2.5487168887694526e-11	0.5974580542658161	0.0015347273761166318	0.3285318872068083	2.4212803360893753e-08	0.5436334717374302	5.887386880835354e-08	0.5072848562511254	0.35778480723289086	0.10717998244443679	5.904481871394686e-06	0.43499552421989884	0.16120597476100634	0.16004319633972827	0.3888997086746055	0.1032248530235732	0.9013461799219228	-0.04441889783469219	0.1558518329251377	0.16576766087700914	0.6634030391993367	0.050084489254391	0.0055281575288888204	0.3332347061474782
DMTN	2.5487168887694526e-11	0.5974580542658161	0.0015347273761166318	0.3285318872068083	2.4212803360893753e-08	0.5436334717374302	5.887386880835354e-08	0.5072848562511254	0.35778480723289086	0.10717998244443679	5.904481871394686e-06	0.43499552421989884	0.16120597476100634	0.16004319633972827	0.3888997086746055	0.1032248530235732	0.9013461799219228	-0.04441889783469219	0.1558518329251377	0.16576766087700914	0.6634030391993367	0.050084489254391	0.0055281575288888204	0.3332347061474782
DMTN	2.5487168887694526e-11	0.5974580542658161	0.0015347273761166318	0.3285318872068083	2.4212803360893753e-08	0.5436334717374302	5.887386880835354e-08	0.5072848562511254	0.35778480723289086	0.10717998244443679	5.904481871394686e-06	0.43499552421989884	0.16120597476100634	0.16004319633972827	0.3888997086746055	0.1032248530235732	0.9013461799219228	-0.04441889783469219	0.1558518329251377	0.16576766087700914	0.6634030391993367	0.050084489254391	0.0055281575288888204	0.3332347061474782
DOCK5	8.846017042349437e-15	0.6702312776695417	1.8407541412004402e-06	0.4648996638008465	1.9254810092448813e-05	0.43348140508891	2.7911420024565516e-08	0.5176837519139336	0.004043440455368154	0.28432523866898435	6.357283051397635e-10	0.5666185079348042	3.983739259194525e-09	0.5576541846029306	0.0002817042962614425	0.3717883201505474	0.024606937544617766	0.28183700173676085	0.000573044534036415	0.3852937984710677	2.2831946968596925e-06	0.4399947679306013	1.5903771569091607e-05	0.4299482545500919
DOK2	0.6002587955017664	-0.0523472979593461	0.519429154121494	0.07849370326570804	0.7289024267366329	0.039769858075651775	0.4050522659875885	0.08981552347955243	0.8590775410493173	0.02548725288548296	0.0003333909477860745	0.3539004255935902	0.8989201008942026	0.01230829087162965	0.140689913010148	0.17362480549884518	0.7886205222644722	-0.05331481957793806	0.8316522847523575	-0.031259917045720544	0.7420025042295574	-0.033721695990586525	0.015304363356166134	0.2512379038709279
DPYSL2	0.0015260105327057098	0.31318174351958833	0.0004446281207028655	0.3598802824857501	1.699529565216934e-05	0.43649623340097504	1.620407220757463e-05	0.4149757824532047	0.15349729002206955	0.1551279812986636	4.062098736671296e-06	0.4417236934099119	0.00116625435401112	0.32843462998966655	0.1890674584779789	0.1531665017146504	0.7886205222644722	0.10425321902132997	0.025520441151589583	0.2512834410747088	0.6480601853539582	0.05780706087354951	0.06995784754238862	0.19189603422598353
DPYSL2	0.0015260105327057098	0.31318174351958833	0.0004446281207028655	0.3598802824857501	1.699529565216934e-05	0.43649623340097504	1.620407220757463e-05	0.4149757824532047	0.15349729002206955	0.1551279812986636	4.062098736671296e-06	0.4417236934099119	0.00116625435401112	0.32843462998966655	0.1890674584779789	0.1531665017146504	0.7886205222644722	0.10425321902132997	0.025520441151589583	0.2512834410747088	0.6480601853539582	0.05780706087354951	0.06995784754238862	0.19189603422598353
DUSP4	5.351332344674307e-06	0.4340087203852444	0.0031407856711524003	0.3088009488903126	0.019464647161289338	0.2547869477920972	8.389012591932373e-06	0.4280410034635348	0.005206454620449499	0.27753685175460396	0.00017823005896514863	0.3681414513026482									0.021096674215625746	0.29630507717288		
EBF2	0.029939713014391182	0.2184267920950244	0.16698367055399652	-0.15799747384588264	0.036727543373179634	0.2304149982910979			0.9470397260245167	-0.010891251549642274	0.0518587227179856	0.19730691745032006												
EGR3	0.0002684088047755748	0.3559817368582667	0.05257117577663566	0.21432328843560722	0.08171510248016287	0.19320681924131672	0.3692102973463738	0.0966652694114682	0.47247363209030396	0.08558630909437609	2.9591497211093656e-08	0.5168171360794652												
ELP3	5.764371779176702e-18	0.7217408858897736	9.284207258246533e-26	0.8252305956642816	8.890488161466792e-07	0.48812437688355603	4.934282639812648e-34	0.8854070329350539	2.627554978477945e-12	0.6057744657327058	3.861218242958418e-20	0.7570112539320467	6.044517979679899e-09	0.5513547036169255	1.3323005752535433e-09	0.5740941123325352	0.9199613205407708	-0.027389897338786773	0.0002797573270985843	0.40514860919049644	5.004682592597914e-07	0.4667203920624069	7.251155930026805e-06	0.4449328272902374
ELP3	5.764371779176702e-18	0.7217408858897736	9.284207258246533e-26	0.8252305956642816	8.890488161466792e-07	0.48812437688355603	4.934282639812648e-34	0.8854070329350539	2.627554978477945e-12	0.6057744657327058	3.861218242958418e-20	0.7570112539320467	6.044517979679899e-09	0.5513547036169255	1.3323005752535433e-09	0.5740941123325352	0.9199613205407708	-0.027389897338786773	0.0002797573270985843	0.40514860919049644	5.004682592597914e-07	0.4667203920624069	7.251155930026805e-06	0.4449328272902374
ENTPD4	3.3940344281379015e-26	0.8208921596803014	4.333978214443221e-13	0.6477720339520012			3.509691137068066e-18	0.73275260051141	0.0003633079751288837	0.3424434812602015	2.4248231853540214e-21	0.773463546942222	0.1186237046323075	0.22565758867235924	0.6045179520207593	0.0768448428263313	0.3563402857600216	0.13857552297885417					0.03135907348046712	0.27978648120058514
ERI1	2.601772012585375e-12	0.6205803917170502	2.525162516468509e-16	0.7045793089003111	1.3126850931937821e-16	0.7316810201763206	2.0261516575501062e-17	0.7208827842968266	4.1243135238498655e-10	0.5522599070115888	8.50385528646852e-16	0.6912729021946309	1.114315816110395e-08	0.5428000231808627	6.169075158421741e-12	0.6301710261972002	3.17729112239043e-10	0.6629992317226495	0.006607735573109576	0.4110342281983411	1.979845655994935e-12	0.6084385559638545	2.8096819744626676e-12	0.6338661493986968
ERICH1	1.9749176111177624e-18	0.7290723027330854	1.5133855543501715e-12	0.6356697637541192	3.2676805214878226e-12	0.64819133467008	1.3638629069944746e-10	0.5835823412359955	4.605370415017641e-09	0.5239489379288291	3.731125876813112e-11	0.5977531109666754	1.2093780998028455e-08	0.5405650387342765	1.7550681713799972e-12	0.659720179073447					2.861556381961995e-08	0.5256693258717999	1.684215695874528e-07	0.5093281013763495
ESCO2	0.002587202627073927	0.2982764612730357	2.297289834240104e-08	0.5300427730228146	3.5153661455137484e-09	0.5692543548581404	1.649866346247703e-11	0.6068076545350356	0.022990467325347274	0.23046533168001973	0.0243598479068735	0.2274010987298213			5.29024042020794e-05	0.4681020606262752	0.942452953421823	-0.020407343190163976						
EXTL3	1.4533223972987158e-09	0.5526973516704659	4.28890331619692e-10	0.5793686183979003	4.914716148225476e-11	0.620120539920405	1.4686212318060275e-14	0.6719888710406143	1.5556645348367365e-06	0.4421694670617645	1.4800184961798143e-11	0.6076327330983038	0.12012767675468662	0.24500942696719272	0.00012735087399715097	0.43520085544562054	0.11830108563692907	0.26061660750243854					0.007983754255238795	0.35465542104511405
EXTL3-AS1			0.5565517640295344	0.07097832189455167							0.06519930188191507	0.18634501937745634												
FAM160B2	1.328660909174432e-12	0.6268942723332644	6.458123073540608e-07	0.4821972092629852	8.954814973444525e-09	0.5574883363314973	3.900513701100901e-05	0.3976531367017718	4.5339835155926295e-05	0.38427204891019523	8.309017623749714e-18	0.7244052906790095	3.486749287332488e-11	0.6084566782822531	1.2798372635571707e-05	0.43597390328669494	0.11639034279838957	0.21021481060438196	0.010765535649758977	0.4057086404909934	9.987731173080056e-08	0.491058270696704	2.52199409325513e-11	0.6123301242469417
FAM167A	2.078256155532562e-08	0.5185180329868517	0.05176920155970743	0.21521429151797278	0.0036466277843063607	0.30955057358569277			0.5660315514363372	0.07027646144033986	2.597758948969972e-05	0.40757335212543827	0.002109864368538815	0.4826064308162692										
FAM167A-AS1			0.0029966833187999847	0.31062058594722886							0.1524364548163218	0.17378225860783023												
