,gain,neutral,loss
MRPS21P2,16,91,2
MRPS21P3,19,89,1
MRPS21P5,3,90,16
MRPS21P6,1,91,17
MRPS21P7,10,91,8
MRPS21P8,10,91,8
MRPS21P9,18,91,0
MRPS22,35,71,3
MRPS23,16,91,2
MRPS24,25,84,0
MRPS25,0,56,53
MRPS26,16,87,6
MRPS27,1,77,31
MRPS28,44,64,1
MRPS30,38,67,4
MRPS30-DT,38,67,4
MRPS31,3,78,28
MRPS31P1,0,55,54
MRPS31P2,4,77,28
MRPS31P4,8,74,27
MRPS31P5,9,74,26
MRPS33,9,83,17
MRPS33P2,4,79,26
MRPS33P3,1,90,18
MRPS33P4,14,90,5
MRPS34,4,98,7
MRPS35,18,87,4
MRPS35P2,1,74,34
MRPS35P3,5,93,11
MRPS36,1,77,31
MRPS36P1,0,56,53
MRPS36P2,2,79,28
MRPS36P3,51,57,1
MRPS36P4,6,71,32
MRPS36P5,4,97,8
MRPS5,13,93,3
MRPS5P3,1,76,32
MRPS5P4,1,76,32
MRPS6,2,75,32
MRPS6P2,2,93,14
MRPS6P4,3,100,6
MRPS7,13,95,1
MRPS9,10,96,3
MRRF,13,87,9
MRRFP1,17,87,5
MRS2,5,93,11
MRTFA,11,91,7
MRTFA-AS1,11,91,7
MRTFB,4,100,5
MRTO4,1,91,17
MRVI1,7,82,20
MRVI1-AS1,7,82,20
MS4A1,13,90,6
MS4A10,14,89,6
MS4A12,13,90,6
MS4A13,13,90,6
MS4A14,13,90,6
MS4A18,13,90,6
MS4A2,12,91,6
MS4A3,12,91,6
MS4A4A,12,91,6
MS4A4E,12,91,6
MS4A5,13,90,6
MS4A6A,12,91,6
MS4A6E,13,90,6
MS4A7,13,90,6
MS4A8,13,90,6
MSANTD1,3,75,31
MSANTD2,7,71,31
MSANTD2P1,1,76,32
MSANTD3,11,90,8
MSANTD3-TMEFF1,11,90,8
MSANTD4,7,70,32
MSC,39,69,1
MSC-AS1,39,69,1
MSGN1,17,86,6
MSH2,17,91,1
MSH3,1,74,34
MSH4,2,92,15
MSH5,6,92,11
MSH5-SAPCD1,6,92,11
MSH6,16,92,1
MSI1,3,102,4
MSI2,16,91,2
MSL1,17,91,1
MSL2,29,76,4
MSL3,2,84,23
MSL3P1,4,87,18
MSLN,4,98,7
MSLNL,4,98,7
MSMB,2,95,12
MSMO1,1,88,20
MSMP,15,69,25
MSN,11,89,9
MSNP1,40,67,2
MSR1,4,72,33
MSRA,3,71,35
MSRB1,5,97,7
MSRB1P1,12,90,7
MSRB2,3,88,18
MSRB3,7,100,2
MSS51,5,92,12
MST1,1,52,56
MST1L,2,92,15
MST1P2,3,90,16
MST1R,0,53,56
MSTN,11,94,4
MSTO1,17,90,2
MSTO2P,16,91,2
MSX1,3,75,31
MSX2,2,79,28
MSX2P1,16,91,2
MT1A,12,90,7
MT1B,12,90,7
MT1CP,12,90,7
MT1DP,12,90,7
MT1E,12,90,7
MT1F,12,90,7
MT1G,12,90,7
MT1H,12,90,7
MT1HL1,26,81,2
MT1JP,12,90,7
MT1L,12,90,7
MT1M,12,90,7
MT1P1,11,90,8
MT1P3,22,84,3
MT1X,12,90,7
MT1XP1,3,91,15
MT2A,12,90,7
MT2P1,1,88,20
MT3,12,90,7
MT4,12,90,7
MTA1,22,76,11
MTA2,12,92,5
MTA3,18,90,1
MTAP,9,61,39
MTAPP1,47,62,0
MTAPP2,58,51,0
MTATP6P1,45,64,0
MTATP6P11,13,65,31
MTATP6P13,3,90,16
MTATP6P14,2,86,21
MTATP6P15,13,65,31
MTATP6P16,8,92,9
MTATP6P17,8,93,8
MTATP6P18,23,84,2
MTATP6P19,17,87,5
MTATP6P2,2,73,34
MTATP6P20,11,91,7
MTATP6P21,20,87,2
MTATP6P22,20,79,10
MTATP6P23,4,93,12
MTATP6P24,4,100,5
MTATP6P25,2,97,10
MTATP6P26,10,95,4
MTATP6P27,9,86,14
MTATP6P29,11,90,8
MTATP6P3,10,86,13
MTATP6P30,12,70,27
MTATP6P31,5,96,8
MTATP6P4,6,97,6
MTATP6P7,6,97,6
MTATP6P9,1,87,21
MTATP8P1,45,64,0
MTATP8P2,14,95,0
MTBP,51,57,1
MTCH1,8,92,9
MTCH2,9,89,11
MTCL1,18,87,4
MTCL1P1,7,80,22
MTCO1P1,3,74,32
MTCO1P11,13,65,31
MTCO1P12,45,64,0
MTCO1P14,2,86,21
MTCO1P15,13,65,31
MTCO1P17,8,93,8
MTCO1P18,6,97,6
MTCO1P19,17,87,5
MTCO1P2,19,82,8
MTCO1P20,11,91,7
MTCO1P21,3,90,16
MTCO1P22,2,73,34
MTCO1P23,4,93,12
MTCO1P24,1,74,34
MTCO1P25,17,88,4
MTCO1P27,9,86,14
MTCO1P28,4,99,6
MTCO1P29,21,77,11
MTCO1P3,3,74,32
MTCO1P30,41,66,2
MTCO1P31,41,66,2
MTCO1P35,20,79,10
MTCO1P39,12,81,16
MTCO1P4,49,59,1
MTCO1P40,16,92,1
MTCO1P42,15,92,2
MTCO1P43,9,95,5
MTCO1P44,8,95,6
MTCO1P45,8,96,5
MTCO1P46,5,85,19
MTCO1P47,46,60,3
MTCO1P48,15,91,3
MTCO1P49,46,62,1
MTCO1P5,0,56,53
MTCO1P51,8,90,11
MTCO1P52,8,84,17
MTCO1P53,17,87,5
MTCO1P54,8,93,8
MTCO1P55,9,83,17
MTCO1P56,2,97,10
MTCO1P57,18,89,2
MTCO1P6,3,56,50
MTCO1P7,6,97,6
MTCO1P8,23,84,2
MTCO1P9,1,87,21
MTCO2P1,14,91,4
MTCO2P11,13,65,31
MTCO2P12,45,64,0
MTCO2P15,13,65,31
MTCO2P16,8,92,9
MTCO2P17,8,93,8
MTCO2P18,6,97,6
MTCO2P19,17,87,5
MTCO2P2,1,80,28
MTCO2P20,11,91,7
MTCO2P21,3,90,16
MTCO2P22,2,73,34
MTCO2P23,4,93,12
MTCO2P24,1,74,34
MTCO2P25,17,88,4
MTCO2P27,9,86,14
MTCO2P29,21,77,11
MTCO2P3,10,72,27
MTCO2P30,41,66,2
MTCO2P31,5,96,8
MTCO2P32,40,67,2
MTCO2P33,6,91,12
MTCO2P34,2,93,14
MTCO2P4,49,59,1
MTCO2P5,8,96,5
MTCO2P6,3,55,51
MTCO2P7,6,97,6
MTCO2P8,23,84,2
MTCO2P9,1,87,21
MTCO3P1,7,92,10
MTCO3P10,27,82,0
MTCO3P11,13,65,31
MTCO3P12,45,64,0
MTCO3P13,11,85,13
MTCO3P15,13,65,31
MTCO3P16,8,92,9
MTCO3P17,8,93,8
MTCO3P18,6,97,6
MTCO3P19,17,87,5
MTCO3P2,3,77,29
MTCO3P20,11,91,7
MTCO3P21,3,90,16
MTCO3P22,2,73,34
MTCO3P23,5,95,9
MTCO3P24,4,100,5
MTCO3P27,2,86,21
MTCO3P28,2,86,21
MTCO3P29,11,90,8
MTCO3P30,12,70,27
MTCO3P31,5,96,8
MTCO3P35,20,79,10
MTCO3P38,49,58,2
MTCO3P39,1,82,26
MTCO3P4,27,81,1
MTCO3P40,8,90,11
MTCO3P41,20,87,2
MTCO3P42,3,75,31
MTCO3P43,10,95,4
MTCO3P44,4,75,30
MTCO3P45,15,91,3
MTCO3P46,26,82,1
MTCO3P5,8,96,5
MTCO3P7,6,97,6
MTCO3P8,23,84,2
MTCO3P9,1,87,21
MTCP1,19,87,3
MTCYBP1,4,49,56
MTCYBP10,6,97,6
MTCYBP11,8,96,5
MTCYBP12,4,82,23
MTCYBP13,9,87,13
MTCYBP14,26,82,1
MTCYBP15,26,82,1
MTCYBP16,2,86,21
MTCYBP17,1,87,21
MTCYBP18,2,78,29
MTCYBP19,17,75,17
MTCYBP2,6,43,60
MTCYBP20,41,66,2
MTCYBP21,2,76,31
MTCYBP22,2,73,34
MTCYBP23,5,95,9
MTCYBP24,18,82,9
MTCYBP27,17,80,12
MTCYBP28,10,89,10
MTCYBP29,27,81,1
MTCYBP3,7,83,19
MTCYBP31,11,89,9
MTCYBP32,17,87,5
MTCYBP33,4,100,5
MTCYBP34,11,91,7
MTCYBP35,1,74,34
MTCYBP36,1,97,11
MTCYBP37,41,66,2
MTCYBP38,17,87,5
MTCYBP39,9,96,4
MTCYBP4,4,99,6
MTCYBP40,1,74,34
MTCYBP41,14,65,30
MTCYBP42,29,79,1
MTCYBP43,3,75,31
MTCYBP44,1,90,18
MTCYBP45,4,92,13
MTCYBP5,27,81,1
MTCYBP6,16,82,11
MTCYBP7,14,94,1
MTCYBP8,6,97,6
MTCYBP9,8,96,5
MTDH,46,61,2
MTDHP1,22,85,2
MTDHP2,3,94,12
MTDHP3,2,96,11
MTDHP4,2,96,11
MTDHP5,3,94,12
MTERF1,34,73,2
MTERF2,3,102,4
MTERF3,44,63,2
MTERF4,5,86,18
MTF1,5,93,11
MTF2,3,90,16
MTFMT,6,94,9
MTFP1,17,88,4
MTFR1,39,68,2
MTFR1L,1,91,17
MTFR2,5,98,6
MTG1,3,88,18
MTG2,14,90,5
MTHFD1,19,79,11
MTHFD1L,5,96,8
MTHFD1P1,10,87,12
MTHFD2,15,93,1
MTHFD2L,3,89,17
MTHFD2P1,19,80,10
MTHFD2P2,3,96,10
MTHFD2P3,3,96,10
MTHFD2P4,1,88,20
MTHFD2P5,28,79,2
MTHFD2P6,39,67,3
MTHFD2P7,55,54,0
MTHFR,4,92,13
MTHFS,6,93,10
MTHFSD,9,90,10
MTIF2,16,91,2
MTIF2P1,2,88,19
MTIF3,5,76,28
MTLN,9,97,3
MTM1,18,87,4
MTMR1,18,87,4
MTMR10,3,95,11
MTMR11,19,88,2
MTMR12,40,67,2
MTMR14,1,57,51
MTMR2,13,66,30
MTMR3,18,87,4
MTMR4,16,91,2
MTMR6,3,78,28
MTMR7,4,72,33
MTMR8,11,89,9
MTMR9,3,71,35
MTMR9LP,3,92,14
MTND1P1,4,49,56
MTND1P10,11,91,7
MTND1P11,13,65,31
MTND1P12,3,53,53
MTND1P14,12,81,16
MTND1P15,10,86,13
MTND1P16,20,79,10
MTND1P17,16,84,9
MTND1P18,4,93,12
MTND1P19,1,91,17
MTND1P2,23,84,2
MTND1P20,4,93,12
MTND1P21,3,88,18
MTND1P22,1,87,21
MTND1P23,45,64,0
MTND1P24,3,99,7
MTND1P26,6,97,6
MTND1P27,8,94,7
MTND1P28,9,95,5
MTND1P29,6,97,6
MTND1P3,9,83,17
MTND1P30,8,84,17
MTND1P31,11,87,11
MTND1P32,17,87,5
MTND1P33,17,89,3
MTND1P34,2,96,11
MTND1P35,15,65,29
MTND1P36,13,65,31
MTND1P37,3,90,16
MTND1P4,27,81,1
MTND1P5,49,59,1
MTND1P6,11,75,23
MTND1P7,41,66,2
MTND1P8,4,99,6
MTND1P9,14,91,4
MTND2P11,12,88,9
MTND2P12,12,81,16
MTND2P13,10,86,13
MTND2P14,20,79,10
MTND2P15,4,93,12
MTND2P16,3,90,16
MTND2P17,3,99,7
MTND2P18,6,97,6
MTND2P19,8,94,7
MTND2P2,17,87,5
MTND2P20,8,96,5
MTND2P21,9,95,5
MTND2P22,6,97,6
MTND2P23,5,85,19
MTND2P24,8,84,17
MTND2P25,11,87,11
MTND2P26,13,65,31
MTND2P28,45,64,0
MTND2P29,2,96,11
MTND2P3,4,49,56
MTND2P30,1,93,15
MTND2P31,3,74,32
MTND2P32,11,75,23
MTND2P33,1,87,21
MTND2P38,41,66,2
MTND2P39,17,89,3
MTND2P4,23,84,2
MTND2P40,9,86,14
MTND2P41,1,88,20
MTND2P5,9,83,17
MTND2P6,27,81,1
MTND2P7,46,62,1
MTND2P8,8,91,10
MTND2P9,8,90,11
MTND3P1,4,77,28
MTND3P10,10,95,4
MTND3P12,5,95,9
MTND3P13,4,100,5
MTND3P16,8,92,9
MTND3P17,8,93,8
MTND3P18,6,97,6
MTND3P19,2,73,34
MTND3P2,23,84,2
MTND3P20,5,96,8
MTND3P21,3,90,16
MTND3P22,1,82,26
MTND3P23,11,90,8
MTND3P24,2,86,21
MTND3P25,2,78,29
MTND3P3,1,87,21
MTND3P4,10,90,9
MTND3P5,4,75,30
MTND3P6,20,79,10
MTND3P7,49,58,2
MTND3P8,26,82,1
MTND3P9,8,96,5
MTND4LP1,17,87,5
MTND4LP10,49,58,2
MTND4LP11,4,91,14
MTND4LP12,8,96,5
MTND4LP13,9,92,8
MTND4LP14,10,95,4
MTND4LP16,8,92,9
MTND4LP17,8,93,8
MTND4LP18,15,69,25
MTND4LP19,2,97,10
MTND4LP2,23,84,2
MTND4LP20,5,96,8
MTND4LP21,26,82,1
MTND4LP22,4,75,30
MTND4LP24,4,100,5
MTND4LP25,9,91,9
MTND4LP26,4,73,32
MTND4LP3,20,79,10
MTND4LP30,2,78,29
MTND4LP31,2,86,21
MTND4LP32,27,82,0
MTND4LP5,2,73,34
MTND4LP7,11,90,8
MTND4LP9,0,57,52
MTND4P1,8,81,20
MTND4P10,26,82,1
MTND4P11,3,90,16
MTND4P12,2,78,29
MTND4P13,5,96,8
MTND4P14,13,65,31
MTND4P15,11,90,8
MTND4P16,20,79,10
MTND4P17,49,58,2
MTND4P18,6,90,13
MTND4P19,2,89,18
MTND4P2,23,84,2
MTND4P20,2,89,18
MTND4P21,6,97,6
MTND4P22,8,96,5
MTND4P23,9,92,8
MTND4P24,17,87,5
MTND4P25,14,94,1
MTND4P26,10,95,4
MTND4P27,6,97,6
MTND4P28,8,96,5
MTND4P29,8,92,9
MTND4P3,18,89,2
MTND4P30,8,93,8
MTND4P31,11,89,9
MTND4P32,17,87,5
MTND4P33,17,80,12
MTND4P34,4,100,5
MTND4P35,2,73,34
MTND4P4,27,82,0
MTND4P5,27,81,1
MTND4P6,16,82,11
MTND4P7,4,71,34
MTND4P8,1,87,21
MTND4P9,4,75,30
MTND5P1,2,76,31
MTND5P10,2,73,34
MTND5P11,2,78,29
MTND5P12,1,74,34
MTND5P13,2,86,21
MTND5P14,13,65,31
MTND5P15,52,56,1
MTND5P16,20,79,10
MTND5P17,6,90,13
MTND5P18,26,82,1
MTND5P19,26,82,1
MTND5P2,7,83,19
MTND5P20,2,84,23
MTND5P21,7,83,19
MTND5P22,9,94,6
MTND5P23,6,97,6
MTND5P24,8,96,5
MTND5P25,9,92,8
MTND5P26,17,87,5
MTND5P27,14,94,1
MTND5P28,10,95,4
MTND5P29,6,97,6
MTND5P3,8,81,20
MTND5P30,8,96,5
MTND5P31,8,92,9
MTND5P32,5,95,9
MTND5P33,4,100,5
MTND5P34,12,90,7
MTND5P35,17,80,12
MTND5P4,3,76,30
MTND5P40,4,94,11
MTND5P41,17,75,17
MTND5P42,2,90,17
MTND5P5,0,91,18
MTND5P6,27,81,1
MTND5P7,27,81,1
MTND5P8,18,82,9
MTND5P9,1,87,21
MTND6P1,4,49,56
MTND6P10,6,97,6
MTND6P11,8,96,5
MTND6P12,4,82,23
MTND6P13,17,87,5
MTND6P14,26,82,1
MTND6P15,26,82,1
MTND6P16,2,86,21
MTND6P17,1,87,21
MTND6P18,7,83,19
MTND6P19,17,75,17
MTND6P2,41,66,2
MTND6P20,41,66,2
MTND6P21,2,76,31
MTND6P22,2,73,34
MTND6P24,18,82,9
MTND6P25,15,69,25
MTND6P29,27,81,1
MTND6P3,1,74,34
MTND6P32,17,87,5
MTND6P33,4,100,5
MTND6P4,2,78,29
MTND6P5,13,65,31
MTND6P6,20,79,10
MTND6P7,14,94,1
MTND6P8,6,97,6
MTND6P9,8,96,5
MTNR1A,2,77,30
MTNR1B,13,66,30
MTO1,4,96,9
MTOR,4,92,13
MTOR-AS1,4,92,13
MTPAP,3,91,15
MTPN,7,85,17
MTR,26,82,1
MTREX,5,81,23
MTRF1,3,78,28
MTRF1L,5,96,8
MTRF1LP1,6,71,32
MTRF1LP2,49,59,1
MTRNR2L1,10,86,13
MTRNR2L10,8,84,17
MTRNR2L11,26,82,1
MTRNR2L12,20,79,10
MTRNR2L13,1,90,18
MTRNR2L2,1,74,34
MTRNR2L3,14,91,4
MTRNR2L4,4,99,6
MTRNR2L5,3,94,12
MTRNR2L6,11,75,23
MTRNR2L7,4,93,12
MTRNR2L8,7,82,20
MTRNR2L9,8,95,6
MTRR,41,66,2
MTSS1,51,57,1
MTSS2,9,93,7
MTTP,0,92,17
MTURN,26,82,1
MTUS1,4,72,33
MTUS2,6,75,28
MTUS2-AS1,6,75,28
MTUS2-AS2,6,75,28
MTX1,17,90,2
MTX1P1,17,90,2
MTX2,13,90,6
MTX3,1,74,34
MUC1,17,90,2
MUC12,34,71,4
MUC13,24,77,8
MUC15,8,85,16
MUC16,5,89,15
MUC17,33,72,4
MUC19,3,99,7
MUC2,5,79,25
MUC20,54,55,0
MUC20-OT1,53,56,0
MUC20P1,53,56,0
MUC21,7,92,10
MUC22,7,92,10
MUC3A,34,71,4
MUC4,57,52,0
MUC5AC,5,79,25
MUC5B,5,79,25
MUC5B-AS1,5,79,25
MUC6,5,79,25
MUC7,2,91,16
MUCL1,4,100,5
MUCL3,7,92,10
MUL1,2,90,17
MUPP,12,89,8
MUS81,22,84,3
MUSK,12,88,9
MUSTN1,0,53,56
MUTYH,4,94,11
MVB12A,7,94,8
MVB12B,13,88,8
MVD,9,90,10
MVK,3,102,4
MVP,4,102,3
MX1,2,75,32
MX2,2,75,32
MXD1,15,92,2
MXD3,3,78,28
MXD4,3,75,31
MXI1,3,89,17
MXRA5,3,83,23
MXRA5Y,5,47,57
MXRA7,14,94,1
MXRA8,8,87,14
MYADM,7,97,5
MYADML,17,91,1
MYADML2,9,95,5
MYB,5,98,6
MYB-AS1,5,98,6
MYBBP1A,7,87,15
MYBL1,39,68,2
MYBL2,14,91,4
MYBPC1,3,102,4
MYBPC2,7,95,7
MYBPC3,10,88,11
MYBPH,21,87,1
MYBPHL,2,85,22
MYC,52,56,1
MYCBP,7,91,11
MYCBP2,13,78,18
MYCBP2-AS1,12,79,18
MYCBP2-AS2,12,79,18
MYCBPAP,18,91,0
MYCL,7,91,11
MYCLP1,19,86,4
MYCLP2,10,86,13
MYCN,15,87,7
MYCNOS,15,87,7
MYCNUT,15,87,7
MYCT1,4,97,8
MYD88,0,55,54
MYDGF,3,88,18
MYEF2,4,95,10
MYEOV,46,61,2
MYF5,3,100,6
MYF6,3,100,6
MYH1,6,85,18
MYH10,8,85,16
MYH11,6,99,4
MYH13,6,85,18
MYH14,7,95,7
MYH15,20,78,11
MYH16,35,70,4
MYH2,6,85,18
MYH3,6,85,18
MYH4,6,85,18
MYH6,15,84,10
MYH7,15,84,10
MYH7B,21,85,3
MYH8,6,85,18
MYH9,12,90,7
MYHAS,6,85,18
MYL1,6,86,17
MYL10,32,73,4
MYL12A,24,82,3
MYL12AP1,44,63,2
MYL12B,24,82,3
MYL12BP1,4,94,11
MYL12BP2,2,80,27
MYL2,3,102,4
MYL3,0,55,54
MYL4,18,91,0
MYL5,3,75,31
MYL6,4,101,4
MYL6B,4,101,4
MYL6BP1,8,86,15
MYL6P1,2,75,32
MYL6P2,1,76,32
MYL6P3,7,90,12
MYL6P4,9,83,17
MYL6P5,13,95,1
MYL7,25,84,0
MYL8P,7,92,10
MYL9,19,86,4
MYLIP,6,92,11
MYLK,22,78,9
MYLK-AS1,22,78,9
MYLK-AS2,22,78,9
MYLK2,22,86,1
MYLK3,10,90,9
MYLK4,10,88,11
MYLKP1,0,51,58
MYLPF,4,102,3
MYMK,16,84,9
MYMX,12,90,7
MYNN,52,57,0
MYO10,43,64,2
MYO15A,8,83,18
MYO15B,13,95,1
MYO16,10,81,18
MYO16-AS1,10,81,18
MYO16-AS2,10,81,18
MYO18A,18,89,2
MYO18B,15,88,6
MYO19,15,93,1
MYO1A,4,101,4
MYO1B,10,95,4
MYO1C,7,86,16
MYO1D,17,90,2
MYO1E,5,95,9
MYO1F,4,91,14
MYO1G,25,84,0
MYO1H,3,102,4
MYO3A,4,89,16
MYO3B,9,94,6
MYO3B-AS1,10,94,5
MYO5A,6,94,9
MYO5B,2,78,29
MYO5BP1,8,79,22
MYO5BP2,8,82,19
MYO5BP3,9,80,20
MYO5C,5,95,9
MYO6,3,96,10
MYO7A,19,66,24
MYO7B,7,96,6
MYO9A,6,93,10
MYO9B,6,95,8
MYOC,18,88,3
MYOCD,6,85,18
MYOCOS,18,88,3
MYOD1,7,85,17
MYOF,3,89,17
MYOG,21,87,1
MYOM1,24,82,3
MYOM2,4,65,40
MYOM3,1,93,15
MYORG,14,73,22
MYOSLID,6,89,14
MYOT,3,79,27
MYOZ1,5,92,12
MYOZ2,1,90,18
MYOZ3,1,80,28
MYPN,3,94,12
MYPOP,5,97,7
MYRF,13,91,5
MYRFL,10,97,2
MYRIP,0,55,54
MYSM1,3,92,14
MYT1,16,88,5
MYT1L,10,94,5
MYT1L-AS1,10,94,5
MYZAP,5,95,9
MZB1,3,79,27
MZF1,9,93,7
MZF1-AS1,9,92,8
MZT1,9,80,20
MZT1P1,6,90,13
MZT1P2,10,82,17
MZT2A,6,97,6
MZT2B,6,97,6
N4BP2,4,78,27
N4BP2L1,5,76,28
N4BP2L2,5,76,28
N4BP2L2-IT2,5,76,28
N4BP3,3,78,28
N6AMT1,2,74,33
NAA10,19,87,3
NAA11,1,91,17
NAA15,1,90,18
NAA16,3,78,28
NAA20,16,87,6
NAA25,3,102,4
NAA30,16,82,11
NAA35,10,90,9
NAA38,8,86,15
NAA40,14,91,4
NAA50,19,80,10
NAA60,4,100,5
NAA80,0,55,54
NAAA,1,91,17
NAALAD2,15,65,29
NAALADL1,17,89,3
NAALADL2,52,56,1
NAALADL2-AS1,52,56,1
NAALADL2-AS2,51,57,1
NAALADL2-AS3,51,56,2
NAB1,11,93,5
NAB2,4,101,4
NABP1,10,95,4
NABP2,4,101,4
NACA,4,101,4
NACA2,16,92,1
NACA3P,1,88,20
NACA4P,49,59,1
NACAD,24,85,0
NACAP10,38,69,2
NACAP2,1,92,16
NACAP5,3,76,30
NACAP6,43,64,2
NACAP7,2,97,10
NACAP8,3,101,5
NACC1,9,89,11
NACC2,16,83,10
NADK,8,87,14
NADK2,39,68,2
NADK2-AS1,39,68,2
NADSYN1,33,64,12
NAE1,9,94,6
NAF1,1,88,20
NAGA,10,92,7
NAGK,15,93,1
NAGLU,16,92,1
NAGPA,5,99,5
NAGPA-AS1,5,99,5
NAGS,18,91,0
NAIF1,14,87,8
NAIP,7,77,25
NALCN,8,82,19
NALCN-AS1,8,82,19
NALT1,17,82,10
NAMA,11,90,8
NAMPT,30,74,5
NAMPTP1,6,91,12
NAMPTP2,2,78,29
NAMPTP3,4,94,11
NANOG,25,77,7
NANOGNB,25,77,7
NANOGNBP1,13,93,3
NANOGNBP2,3,97,9
NANOGNBP3,17,87,5
NANOGP1,25,77,7
NANOGP10,4,86,19
NANOGP11,4,97,8
NANOGP2,2,87,20
NANOGP3,15,88,6
NANOGP4,27,81,1
NANOGP5,11,90,8
NANOGP6,3,89,17
NANOGP7,18,80,11
NANOGP8,4,93,12
NANOGP9,11,89,9
NANOS1,1,92,16
NANOS2,5,97,7
NANOS3,10,89,10
NANP,17,87,5
NANS,11,90,8
NAP1L1,3,100,6
NAP1L1P1,8,70,31
NAP1L1P2,6,49,54
NAP1L1P3,21,77,11
NAP1L2,11,89,9
NAP1L3,12,91,6
NAP1L4,5,79,25
NAP1L4P1,1,85,23
NAP1L4P2,17,87,5
NAP1L4P3,6,78,25
NAP1L5,3,90,16
NAP1L6,11,89,9
NAPA,5,98,6
NAPA-AS1,5,98,6
NAPB,18,86,5
NAPEPLD,33,72,4
NAPG,16,88,5
NAPGP1,2,88,19
NAPGP2,7,92,10
NAPRT,46,61,2
NAPSA,7,95,7
NAPSB,7,95,7
NARF,9,94,6
NARF-AS1,9,94,6
NARF-IT1,9,94,6
NARS,1,76,32
NARS2,19,66,24
NARSP2,38,68,3
NASP,4,94,11
NAT1,4,73,32
NAT10,10,86,13
NAT14,9,94,6
NAT16,33,72,4
NAT2,4,74,31
NAT8,15,93,1
NAT8B,15,93,1
NAT8L,3,75,31
NAT9,13,95,1
NATD1,11,83,15
NATP,4,74,31
NAV1,21,87,1
NAV2,7,84,18
NAV2-AS1,7,84,18
NAV2-AS2,7,84,18
NAV2-AS3,7,84,18
NAV2-AS4,7,84,18
NAV2-AS5,7,84,18
NAV2-IT1,7,84,18
NAV3,3,100,6
NAXD,10,81,18
NAXE,16,91,2
NBAS,14,88,7
NBAT1,4,94,11
NBDY,8,86,15
NBEA,4,77,28
NBEAL1,8,92,9
NBEAL2,0,55,54
NBEAP1,7,88,14
NBEAP3,10,91,8
NBEAP5,9,91,9
NBL1,1,91,17
NBN,41,65,3
NBPF1,3,90,16
NBPF10,17,90,2
NBPF11,14,93,2
NBPF12,15,92,2
NBPF13P,15,92,2
NBPF14,17,90,2
NBPF15,13,93,3
NBPF17P,14,89,6
NBPF18P,19,88,2
NBPF19,18,87,4
NBPF20,17,89,3
NBPF21P,0,55,54
NBPF22P,1,73,35
NBPF25P,16,91,2
NBPF26,8,84,17
NBPF2P,2,90,17
NBPF3,2,90,17
NBPF4,3,86,20
NBPF5P,3,86,20
NBPF6,3,86,20
NBPF7,3,84,22
NBPF8,4,94,11
NBPF9,16,91,2
NBR1,17,92,0
NBR2,17,92,0
NCALD,49,59,1
NCAM1,6,70,33
NCAM1-AS1,6,72,31
NCAM2,3,77,29
NCAN,6,93,10
NCAPD2,25,78,6
NCAPD2P1,24,83,2
NCAPD3,6,66,37
NCAPG,2,77,30
NCAPG2,11,79,19
NCAPGP1,51,57,1
NCAPGP2,2,93,14
NCAPH,12,94,3
NCAPH2,8,91,10
NCBP1,11,90,8
NCBP2,58,51,0
NCBP2-AS1,58,51,0
NCBP2AS2,58,51,0
NCBP2L,19,86,4
NCBP3,7,85,17
NCCRP1,13,89,7
NCDN,4,94,11
NCEH1,54,54,1
NCF1,19,87,3
NCF1B,21,85,3
NCF1C,20,86,3
NCF2,18,90,1
NCF4,11,91,7
NCF4-AS1,11,91,7
NCK1,31,74,4
NCK1-DT,31,74,4
NCK2,10,96,3
NCKAP1,10,95,4
NCKAP1L,3,101,5
NCKAP5,7,93,9
NCKAP5-AS1,6,94,9
NCKAP5-AS2,6,91,12
NCKAP5-IT1,6,91,12
NCKAP5L,3,99,7
NCKIPSD,0,54,55
NCL,4,88,17
NCLN,2,88,19
NCLP1,17,82,10
NCLP2,17,89,3
NCMAP,1,92,16
NCOA1,17,89,3
NCOA2,39,68,2
NCOA3,15,90,4
NCOA4,2,95,12
NCOA4P2,3,90,16
NCOA4P3,2,89,18
NCOA4P4,3,79,27
NCOA5,15,90,4
NCOA6,21,85,3
NCOA7,4,98,7
NCOA7-AS1,4,98,7
NCOR1,7,82,20
NCOR1P1,20,85,4
NCOR1P2,8,87,14
NCOR1P3,26,82,1
NCOR2,4,100,5
NCR1,8,95,6
NCR2,13,89,7
NCR3,6,92,11
NCR3LG1,7,84,18
NCS1,13,88,8
NCSTN,17,90,2
NCSTNP1,1,75,33
NDC1,3,94,12
NDC80,23,84,2
NDE1,5,100,4
NDE1P2,3,77,29
NDEL1,8,86,15
NDFIP1,3,79,27
NDFIP1P1,18,85,6
NDFIP2,10,80,19
NDFIP2-AS1,10,80,19
NDN,3,91,15
NDNF,0,91,18
NDOR1,18,82,9
NDP,3,87,19
NDP-AS1,3,87,19
NDRG1,49,59,1
NDRG2,17,82,10
NDRG3,19,86,4
NDRG4,12,90,7
NDST1,1,80,28
NDST1-AS1,1,80,28
NDST2,5,92,12
NDST3,1,90,18
NDST4,1,90,18
NDUFA1,19,86,4
NDUFA10,4,87,18
NDUFA11,4,89,16
NDUFA12,5,99,5
NDUFA12P1,8,82,19
NDUFA13,6,93,10
NDUFA2,3,79,27
NDUFA3,7,97,5
NDUFA3P1,5,97,7
NDUFA3P2,28,76,5
NDUFA3P3,29,79,1
