,gain,neutral,loss
TAS2R43,19,77,9
TAS2R46,19,77,9
TAS2R5,55,49,1
TAS2R50,19,77,9
TAS2R60,60,43,2
TAS2R7,19,77,9
TAS2R8,19,77,9
TAS2R9,19,77,9
TASP1,47,33,25
TAT,6,81,18
TATDN1,53,47,5
TATDN2,8,78,19
TATDN3,17,79,9
TAX1BP1,64,39,2
TAX1BP3,0,37,68
TAZ,25,78,2
TBATA,5,85,15
TBC1D1,6,77,22
TBC1D10A,6,64,35
TBC1D10B,19,68,18
TBC1D10C,13,80,12
TBC1D12,0,73,32
TBC1D13,15,57,33
TBC1D14,6,78,21
TBC1D15,16,85,4
TBC1D16,13,81,11
TBC1D17,15,65,25
TBC1D19,4,74,27
TBC1D2,15,79,11
TBC1D20,43,40,22
TBC1D21,0,70,35
TBC1D22A,4,72,29
TBC1D22B,17,73,15
TBC1D23,12,91,2
TBC1D24,17,78,10
TBC1D25,25,78,2
TBC1D26,0,45,60
TBC1D28,1,43,61
TBC1D29,8,62,35
TBC1D2B,0,77,28
TBC1D3,7,67,31
TBC1D30,14,86,5
TBC1D31,51,44,10
TBC1D32,8,75,22
TBC1D3B,12,78,15
TBC1D3C,7,67,31
TBC1D3F,7,67,31
TBC1D3G,12,78,15
TBC1D3H,12,62,31
TBC1D3P1-DHX40P1,15,47,43
TBC1D3P2,9,44,52
TBC1D3P5,16,74,15
TBC1D4,58,45,2
TBC1D5,16,81,8
TBC1D7,19,80,6
TBC1D8,14,81,10
TBC1D8B,25,78,2
TBC1D9,4,82,19
TBC1D9B,7,82,16
TBCA,2,83,20
TBCB,16,55,34
TBCC,18,63,24
TBCCD1,14,87,4
TBCD,28,72,5
TBCE,14,63,28
TBCEL,13,86,6
TBCK,5,80,20
TBK1,12,63,30
TBKBP1,8,73,24
TBL1X,25,78,2
TBL1XR1,14,76,15
TBL1Y,13,68,24
TBL2,27,50,28
TBL3,16,79,10
TBP,21,77,7
TBPL1,9,82,14
TBPL2,5,65,35
TBR1,20,82,3
TBRG1,15,82,8
TBRG4,61,41,3
TBX1,5,72,28
TBX10,17,81,7
TBX15,5,87,13
TBX18,16,82,7
TBX19,27,76,2
TBX2,10,56,39
TBX20,69,35,1
TBX21,8,73,24
TBX22,25,78,2
TBX3,12,75,18
TBX4,10,53,42
TBX5,12,84,9
TBX5-AS1,12,84,9
TBX6,17,70,18
TBXA2R,7,52,46
TBXAS1,48,52,5
TC2N,3,60,42
TCAIM,5,85,15
TCAM1P,13,77,15
TCAP,8,76,21
TCEA1,37,48,20
TCEA2,71,33,1
TCEA3,0,59,46
TCEAL1,25,78,2
TCEAL2,25,78,2
TCEAL3,25,78,2
TCEAL4,25,78,2
TCEAL5,25,78,2
TCEAL6,25,78,2
TCEAL7,25,78,2
TCEAL8,25,78,2
TCEANC,25,78,2
TCEANC2,2,86,17
TCEB1,44,50,11
TCEB2,15,80,10
TCEB3,0,58,47
TCEB3B,2,35,68
TCEB3C,2,34,69
TCEB3CL,2,34,69
TCEB3CL2,2,34,69
TCERG1,7,83,15
TCERG1L,6,87,12
TCF12,1,59,45
TCF15,40,42,23
TCF19,9,87,9
TCF20,3,59,43
TCF21,9,84,12
TCF23,15,79,11
TCF24,37,46,22
TCF25,16,81,8
TCF3,8,62,35
TCF4,3,36,66
TCF7,3,67,35
TCF7L1,17,76,12
TCF7L2,2,83,20
TCFL5,71,33,1
TCHH,24,78,3
TCHHL1,24,78,3
TCHP,8,73,24
TCIRG1,14,83,8
TCL1A,6,67,32
TCL1B,6,67,32
TCL6,6,67,32
TCN1,11,85,9
TCN2,2,62,41
TCOF1,10,87,8
TCP1,19,80,6
TCP10,27,75,3
TCP10L,3,79,23
TCP10L2,25,77,3
TCP11,17,72,16
TCP11L1,8,69,28
TCP11L2,18,83,4
TCP11X2,25,78,2
TCTA,6,52,47
TCTE1,25,76,4
TCTE3,24,76,5
TCTEX1D1,2,82,21
TCTEX1D2,7,56,42
TCTEX1D4,2,70,33
TCTN1,6,66,33
TCTN2,9,56,40
TCTN3,1,82,22
TDG,14,77,14
TDGF1,9,89,7
TDGF1P3,25,78,2
TDH,17,46,42
TDO2,3,82,20
TDP1,4,62,39
TDP2,19,72,14
TDRD1,1,85,19
TDRD10,18,73,14
TDRD12,9,66,30
TDRD3,57,46,2
TDRD5,18,72,15
TDRD6,35,67,3
TDRD7,15,78,12
TDRD9,3,53,49
TDRG1,37,66,2
TDRKH,21,76,8
TDRP,28,39,38
TEAD1,23,79,3
TEAD2,10,67,28
TEAD3,17,70,18
TEAD4,18,58,29
TEC,3,82,20
TECPR1,34,53,18
TECPR2,2,54,49
TECR,7,54,44
TECRL,2,86,17
TECTA,14,85,6
TECTB,4,83,18
TEDDM1,21,81,3
TEF,2,53,50
TEFM,8,62,35
TEK,21,71,13
TEKT1,0,40,65
TEKT2,1,53,51
TEKT3,0,44,61
TEKT4,23,81,1
TEKT4P2,11,74,20
TEKT5,11,72,22
TELO2,15,79,11
TEN1,14,66,25
TEN1-CDK3,14,66,25
TENC1,16,70,19
TENM1,25,78,2
TENM2,7,83,15
TENM3,3,72,30
TENM4,21,73,11
TEP1,8,62,35
TEPP,8,80,17
TERC,15,81,9
TERF1,52,48,5
TERF2,3,60,42
TERF2IP,6,82,17
TERT,32,65,8
TES,51,53,1
TESC,10,76,19
TESK1,20,75,10
TESK2,0,66,39
TESPA1,15,84,6
TET1,1,41,63
TET2,4,80,21
TET3,16,88,1
TEX10,14,74,17
TEX101,17,76,12
TEX11,25,78,2
TEX12,12,79,14
TEX13A,25,78,2
TEX13B,25,78,2
TEX14,11,39,55
TEX15,10,46,49
TEX19,17,83,5
TEX2,12,74,19
TEX21P,4,54,47
TEX22,9,58,38
TEX26,58,47,0
TEX26-AS1,58,47,0
TEX261,20,83,2
TEX264,7,77,21
TEX28,25,78,2
TEX29,70,34,1
TEX30,61,43,1
TEX33,2,73,30
TEX35,22,77,6
TEX36,4,87,14
TEX36-AS1,4,87,14
TEX37,15,68,22
TEX38,3,85,17
TEX40,11,79,15
TEX41,18,82,5
TEX43,2,63,40
TEX9,0,67,38
TF,14,89,2
TFAM,2,89,14
TFAMP1,50,49,6
TFAP2A,15,75,15
TFAP2A-AS1,15,75,15
TFAP2B,19,83,3
TFAP2C,66,30,9
TFAP2D,19,83,3
TFAP2E,1,49,55
TFAP4,9,68,28
TFB1M,12,86,7
TFB2M,17,75,13
TFCP2,9,63,33
TFCP2L1,17,83,5
TFDP1,70,34,1
TFDP2,6,66,33
TFDP3,25,78,2
TFE3,25,78,2
TFEB,21,76,8
TFEC,51,53,1
TFF1,9,81,15
TFF2,9,81,15
TFF3,9,81,15
TFG,13,90,2
TFIP11,2,75,28
TFPI,21,82,2
TFPI2,58,45,2
TFPT,14,62,29
TFR2,35,48,22
TFRC,10,60,35
TG,67,34,4
TGDS,59,44,2
TGFA,18,84,3
TGFA-IT1,17,85,3
TGFB1,10,76,19
TGFB1I1,16,74,15
TGFB2,19,79,7
TGFB3,6,67,32
TGFBI,28,67,10
TGFBR1,15,79,11
TGFBR2,29,71,5
TGFBR3,0,50,55
TGFBR3L,6,51,48
TGFBRAP1,20,84,1
TGIF1,4,35,66
TGIF2,64,32,9
TGIF2-C20orf24,64,32,9
TGIF2LX,25,78,2
TGIF2LY,13,68,24
TGM1,16,61,28
TGM2,69,34,2
TGM3,39,39,27
TGM4,8,90,7
TGM5,0,53,52
TGM6,39,39,27
TGM7,0,52,53
TGOLN2,17,83,5
TGS1,39,56,10
TH,16,86,3
THADA,23,64,18
THAP1,30,57,18
THAP10,0,71,34
THAP11,3,70,32
THAP2,15,86,4
THAP3,1,64,40
THAP4,19,82,4
THAP5,51,53,1
THAP6,5,65,35
THAP7,4,70,31
THAP7-AS1,4,70,31
THAP8,16,61,28
THAP9,2,66,37
THAP9-AS1,2,66,37
THBD,60,38,7
THBS1,5,64,36
THBS2,25,75,5
THBS3,27,68,10
THBS4,1,71,33
THEG,11,65,29
THEG5,16,84,5
THEGL,2,61,42
THEM4,22,78,5
THEM5,21,79,5
THEM6,56,42,7
THEMIS,12,82,11
THEMIS2,1,47,57
THG1L,8,79,18
THNSL1,5,81,19
THNSL2,17,81,7
THOC1,3,39,63
THOC2,25,78,2
THOC3,3,89,13
THOC5,2,60,43
THOC6,15,79,11
THOC7,11,90,4
THOC7-AS1,11,90,4
THOP1,7,55,43
THPO,13,79,13
THRA,10,76,19
THRAP3,1,64,40
THRB,11,88,6
THRB-AS1,11,88,6
THRIL,16,79,10
THRSP,7,75,23
THSD1,55,47,3
THSD4,1,69,35
THSD7A,66,38,1
THSD7B,21,81,3
THTPA,10,66,29
THUMPD1,21,67,17
THUMPD2,21,77,7
THUMPD3,6,79,20
THUMPD3-AS1,6,78,21
THY1,8,80,17
THYN1,25,73,7
TIA1,16,75,14
TIAF1,10,75,20
TIAL1,2,80,23
TIAM1,3,62,40
TIAM2,11,71,23
TICAM1,7,48,50
TICAM2,8,75,22
TICRR,1,67,37
TIE1,2,85,18
TIFA,3,79,23
TIFAB,26,69,10
TIGD1,17,79,9
TIGD2,2,83,20
TIGD3,10,79,16
TIGD4,3,81,21
TIGD5,55,45,5
TIGD6,10,86,9
TIGD7,12,73,20
TIGIT,14,88,3
TIMD4,6,74,25
TIMELESS,11,73,21
TIMM10,10,79,16
TIMM10B,19,82,4
TIMM13,8,58,39
TIMM17A,17,78,10
TIMM17B,25,78,2
TIMM21,7,36,62
TIMM22,1,31,73
TIMM23,6,93,6
TIMM23B,6,92,7
TIMM44,6,50,49
TIMM50,13,70,22
TIMM8A,25,78,2
TIMM8B,11,80,14
TIMM9,4,63,38
TIMMDC1,11,92,2
TIMP1,25,78,2
TIMP2,12,80,13
TIMP3,2,70,33
TIMP4,6,89,10
TINAG,22,79,4
TINAGL1,5,66,34
TINCR,6,49,50
TINF2,16,61,28
TIPARP,20,83,2
TIPARP-AS1,20,83,2
TIPIN,0,60,45
TIPRL,26,77,2
TIRAP,12,85,8
TISP43,18,81,6
TJAP1,22,69,14
TJP1,0,66,39
TJP2,13,80,12
TJP3,7,52,46
TK1,12,78,15
TK2,9,84,12
TKT,7,86,12
TKTL1,25,78,2
TKTL2,3,79,23
TLCD1,15,72,18
TLCD2,0,33,72
TLDC1,10,87,8
TLDC2,63,33,9
TLE1,13,78,14
TLE2,7,53,45
TLE3,3,71,31
TLE4,14,82,9
TLE6,7,54,44
TLK1,15,70,20
TLK2,10,44,51
TLL1,3,79,23
TLL2,1,80,24
TLN1,20,75,10
TLN2,1,76,28
TLR1,4,75,26
TLR10,4,76,25
TLR2,3,82,20
TLR3,5,73,27
TLR4,15,81,9
TLR5,19,82,4
TLR6,4,72,29
TLR7,25,78,2
TLR8,25,78,2
TLR8-AS1,25,78,2
TLR9,7,91,7
TLX1,0,65,40
TLX1NB,0,65,40
TLX2,25,79,1
TLX3,6,86,13
TM2D1,1,58,46
TM2D2,32,52,21
TM2D3,2,74,29
TM4SF1,13,88,4
TM4SF1-AS1,13,88,4
TM4SF18,13,89,3
TM4SF19,7,56,42
TM4SF19-TCTEX1D2,7,56,42
TM4SF20,18,84,3
TM4SF4,13,85,7
TM4SF5,3,31,71
TM6SF1,1,63,41
TM6SF2,5,67,33
TM7SF2,10,80,15
TM7SF3,19,82,4
TM9SF1,16,61,28
TM9SF2,59,41,5
TM9SF3,1,80,24
TM9SF4,68,29,8
TMA16,3,79,23
TMA7,7,60,38
TMBIM1,21,78,6
TMBIM4,14,86,5
TMBIM6,10,79,16
TMC1,17,65,23
TMC2,39,39,27
TMC3,2,76,27
TMC4,15,68,22
TMC5,10,73,22
TMC6,12,77,16
TMC7,10,71,24
TMC8,12,77,16
TMCC1,11,81,13
TMCC1-AS1,9,86,10
TMCC2,17,83,5
TMCC3,12,84,9
TMCO1,25,76,4
TMCO2,1,67,37
TMCO3,68,36,1
TMCO4,0,68,37
TMCO5A,1,67,37
TMCO5B,2,69,34
TMCO6,10,84,11
TMED1,6,59,40
TMED10,7,64,34
TMED10P1,65,35,5
TMED11P,5,79,21
TMED2,9,56,40
TMED3,1,76,28
TMED4,55,44,6
TMED5,2,50,53
TMED6,3,60,42
TMED7,7,76,22
TMED7-TICAM2,8,75,22
TMED8,6,60,39
TMED9,8,83,14
TMEFF1,14,74,17
TMEFF2,26,77,2
TMEM100,16,79,10
TMEM101,7,68,30
TMEM102,3,39,63
TMEM104,11,78,16
TMEM105,14,84,7
TMEM106A,7,68,30
TMEM106B,66,38,1
TMEM106C,19,82,4
TMEM107,2,42,61
TMEM108,12,91,2
TMEM109,11,87,7
TMEM11,4,49,52
TMEM110,8,86,11
TMEM110-MUSTN1,8,86,11
TMEM114,10,75,20
TMEM115,11,83,11
TMEM116,6,60,39
TMEM117,15,87,3
TMEM119,12,89,4
TMEM120A,28,48,29
TMEM120B,9,55,41
TMEM121,14,58,33
TMEM123,12,83,10
TMEM125,2,85,18
TMEM126A,12,87,6
TMEM126B,12,87,6
TMEM127,19,84,2
TMEM128,4,78,23
TMEM129,2,76,27
TMEM130,32,53,20
TMEM131,20,84,1
TMEM132A,11,87,7
TMEM132B,15,83,7
TMEM132C,15,81,9
TMEM132D,15,83,7
TMEM132E,18,78,9
TMEM133,14,83,8
TMEM134,14,81,10
TMEM135,13,75,17
TMEM136,14,84,7
TMEM138,8,84,13
TMEM139,59,43,3
TMEM140,49,54,2
TMEM141,20,74,11
TMEM143,9,70,26
TMEM144,4,81,20
TMEM145,19,81,5
TMEM147,14,66,25
TMEM14A,28,74,3
TMEM14B,15,70,20
TMEM14C,15,71,19
TMEM14E,12,91,2
TMEM150A,17,84,4
TMEM150B,15,75,15
TMEM150C,2,70,33
TMEM151A,11,77,17
TMEM151B,25,76,4
TMEM154,3,81,21
TMEM155,3,83,19
TMEM156,3,49,53
TMEM158,8,92,5
TMEM159,10,74,21
TMEM160,11,67,27
TMEM161A,4,67,34
TMEM161B,3,84,18
TMEM161B-AS1,3,84,18
TMEM163,21,72,12
TMEM164,25,78,2
TMEM165,3,67,35
TMEM167A,3,87,15
TMEM167B,1,71,33
TMEM168,50,53,2
TMEM169,19,84,2
TMEM17,17,78,10
TMEM170A,6,78,21
TMEM170B,24,74,7
TMEM171,4,82,19
TMEM173,4,72,29
TMEM174,4,84,17
TMEM175,5,79,21
TMEM176A,52,51,2
TMEM176B,52,51,2
TMEM177,18,85,2
TMEM178A,21,77,7
TMEM178B,50,43,12
TMEM179,7,62,36
TMEM179B,11,72,22
TMEM18,44,57,4
TMEM180,1,62,42
TMEM181,8,86,11
TMEM182,20,84,1
TMEM183A,17,83,5
TMEM183B,17,83,5
TMEM184A,49,50,6
TMEM184B,4,63,38
TMEM184C,4,74,27
TMEM185A,25,78,2
TMEM185B,17,86,2
TMEM186,10,76,19
TMEM187,25,78,2
TMEM189,71,33,1
TMEM189-UBE2V1,71,32,2
TMEM19,15,86,4
TMEM190,14,76,15
TMEM191A,5,71,29
TMEM191B,7,70,28
TMEM191C,3,68,34
TMEM192,3,66,36
TMEM194A,14,83,8
TMEM194B,24,80,1
TMEM196,67,37,1
TMEM198,21,81,3
TMEM198B,12,77,16
TMEM199,13,74,18
TMEM2,13,66,26
TMEM200A,10,85,10
TMEM200B,0,36,69
TMEM200C,4,41,60
TMEM201,1,48,56
TMEM202,0,65,40
TMEM203,20,73,12
TMEM204,15,80,10
TMEM205,6,58,41
TMEM206,18,80,7
TMEM207,18,84,3
TMEM208,8,78,19
TMEM209,33,60,12
TMEM210,20,73,12
TMEM211,2,66,37
TMEM212,17,85,3
TMEM213,34,51,20
TMEM214,15,79,11
TMEM215,17,79,9
TMEM216,8,84,13
TMEM217,17,73,15
TMEM218,17,80,8
TMEM219,16,71,18
TMEM220,1,43,61
TMEM220-AS1,1,43,61
TMEM221,6,60,39
TMEM222,1,49,55
TMEM223,11,72,22
TMEM225,14,81,10
TMEM229A,51,53,1
TMEM229B,6,65,34
TMEM230,40,38,27
TMEM231,6,81,18
TMEM232,2,83,20
TMEM233,11,74,20
TMEM234,0,52,53
TMEM235,12,78,15
TMEM236,5,73,27
TMEM237,15,80,10
TMEM238,14,76,15
TMEM239,39,39,27
TMEM240,2,75,28
TMEM241,2,37,66
TMEM242,10,86,9
TMEM243,54,49,2
TMEM244,10,85,10
TMEM245,15,80,10
TMEM246,27,69,9
TMEM247,25,77,3
TMEM248,27,51,27
TMEM249,56,44,5
TMEM25,8,76,21
TMEM251,3,63,39
TMEM252,14,82,9
TMEM253,9,59,37
TMEM254,1,84,20
TMEM254-AS1,1,84,20
TMEM255A,25,78,2
TMEM255B,70,34,1
TMEM256,4,39,62
TMEM256-PLSCR3,4,39,62
TMEM257,25,78,2
TMEM258,8,85,12
TMEM259,12,67,26
TMEM26,4,88,13
TMEM260,7,67,31
TMEM261,19,76,10
TMEM262,10,80,15
TMEM27,25,78,2
TMEM30A,14,81,10
TMEM30B,7,69,29
TMEM30C,12,91,2
TMEM31,25,78,2
TMEM33,3,76,26
TMEM35,25,78,2
TMEM37,18,85,2
TMEM38A,4,59,42
TMEM38B,16,74,15
TMEM39A,11,92,2
TMEM39B,0,49,56
TMEM40,6,81,18
TMEM41A,10,80,15
TMEM41B,6,64,35
TMEM42,8,88,9
TMEM43,13,86,6
TMEM44,13,87,5
TMEM44-AS1,13,87,5
TMEM45A,12,91,2
TMEM45B,16,80,9
TMEM47,25,78,2
TMEM5,12,84,9
TMEM50A,0,60,45
TMEM50B,5,72,28
TMEM51,0,71,34
TMEM51-AS1,0,68,37
TMEM52,0,77,28
TMEM52B,17,75,13
TMEM53,2,77,26
TMEM54,0,59,46
TMEM55A,54,46,5
TMEM55B,9,63,33
TMEM56,3,86,16
TMEM56-RWDD3,3,86,16
TMEM57,0,59,46
TMEM59,2,86,17
TMEM59L,6,63,36
TMEM60,39,51,15
TMEM61,3,85,17
TMEM62,0,48,57
TMEM63A,18,77,10
TMEM63B,26,75,4
TMEM63C,7,64,34
TMEM64,54,46,5
TMEM65,53,47,5
TMEM66,14,47,44
TMEM67,54,43,8
TMEM68,39,56,10
TMEM69,0,64,41
TMEM70,44,50,11
TMEM71,65,36,4
TMEM72,14,85,6
TMEM72-AS1,14,85,6
TMEM74,53,48,4
TMEM74B,48,40,17
TMEM75,57,42,6
TMEM79,21,69,15
TMEM80,11,82,12
TMEM81,17,83,5
TMEM82,0,61,44
TMEM86A,16,81,8
TMEM86B,13,75,17
TMEM87A,4,44,57
TMEM87B,21,80,4
TMEM88,2,42,61
TMEM88B,3,74,28
TMEM89,7,60,38
TMEM8A,16,78,11
TMEM8B,18,75,12
TMEM8C,17,73,15
TMEM9,19,79,7
TMEM91,11,77,17
TMEM92,11,78,16
TMEM95,4,39,62
TMEM97,13,74,18
TMEM98,18,78,9
TMEM99,14,76,15
TMEM9B,11,77,17
TMEM9B-AS1,11,77,17
TMF1,7,83,15
TMIE,9,89,7
TMIGD1,8,62,35
TMIGD2,7,52,46
TMLHE,25,78,2
TMOD1,15,78,12
TMOD2,2,66,37
TMOD3,2,64,39
TMOD4,16,55,34
TMPO,11,79,15
TMPO-AS1,11,79,15
TMPPE,4,63,38
TMPRSS11A,3,86,16
TMPRSS11B,4,86,15
TMPRSS11BNL,3,86,16
TMPRSS11D,3,86,16
TMPRSS11E,28,65,12
TMPRSS11F,3,86,16
TMPRSS11GP,3,86,16
TMPRSS12,9,62,34
TMPRSS13,14,83,8
TMPRSS15,4,78,23
TMPRSS2,7,81,17
TMPRSS3,9,81,15
TMPRSS4,13,82,10
TMPRSS4-AS1,13,83,9
TMPRSS5,19,78,8
TMPRSS6,2,73,30
TMPRSS7,15,87,3
TMPRSS9,8,58,39
TMSB10,18,82,5
TMSB15A,25,78,2
TMSB15B,25,78,2
TMSB4X,25,78,2
TMSB4Y,13,68,24
TMTC1,20,81,4
TMTC2,13,88,4
TMTC3,15,88,2
TMTC4,61,43,1
TMUB1,52,51,2
TMUB2,7,68,30
TMX1,7,65,33
TMX2,9,76,20
TMX2-CTNND1,9,76,20
TMX3,2,35,68
TMX4,47,44,14
TNC,16,80,9
TNF,9,87,9
TNFAIP1,13,74,18
TNFAIP2,3,57,45
TNFAIP3,13,83,9
TNFAIP6,15,80,10
TNFAIP8,3,80,22
TNFAIP8L1,7,49,49
TNFAIP8L2,16,55,34
TNFAIP8L2-SCNM1,16,55,34
TNFAIP8L3,4,61,40
TNFRSF10A,17,44,44
TNFRSF10B,17,44,44
TNFRSF10C,17,44,44
TNFRSF10D,17,44,44
TNFRSF11A,2,33,70
TNFRSF11B,58,43,4
TNFRSF12A,15,79,11
TNFRSF13B,0,46,59
TNFRSF13C,2,57,46
TNFRSF14,1,70,34
TNFRSF17,9,72,24
TNFRSF18,4,78,23
TNFRSF19,56,47,2
TNFRSF1A,21,77,7
TNFRSF1B,0,66,39
TNFRSF21,26,76,3
TNFRSF25,1,64,40
TNFRSF4,4,78,23
TNFRSF6B,70,32,3
TNFRSF8,0,65,40
TNFRSF9,0,58,47
TNFSF10,15,87,3
TNFSF11,59,44,2
TNFSF12,2,40,63
TNFSF12-TNFSF13,2,40,63
TNFSF13,2,40,63
TNFSF13B,64,40,1
TNFSF14,7,50,48
TNFSF15,16,78,11
TNFSF18,27,77,1
TNFSF4,27,77,1
TNFSF8,16,80,9
TNFSF9,6,52,47
TNIK,18,84,3
TNIP1,9,88,8
TNIP2,2,73,30
TNIP3,2,84,19
TNK1,4,39,62
TNK2,11,85,9
TNKS,17,43,45
TNKS1BP1,10,85,10
TNKS2,0,58,47
TNKS2-AS1,0,67,38
TNMD,25,78,2
TNN,34,67,4
TNNC1,8,90,7
TNNC2,72,33,0
TNNI1,17,81,7
TNNI2,14,86,5
TNNI3,13,75,17
TNNI3K,2,84,19
TNNT1,13,75,17
TNNT2,19,79,7
TNNT3,14,87,4
TNP1,20,83,2
TNP2,11,76,18
TNPO1,3,81,21
TNPO2,7,58,40
TNPO3,35,57,13
TNR,35,69,1
TNRC18,38,45,22
TNRC18P1,4,82,19
TNRC6A,9,67,29
TNRC6B,3,52,50
TNRC6C,12,77,16
TNRC6C-AS1,12,77,16
TNS1,21,82,2
TNS3,64,40,1
TNS4,13,75,17
TNXA,9,87,9
TNXB,9,87,9
TOB1,12,75,18
TOB1-AS1,12,75,18
TOB2,2,53,50
TOB2P1,21,80,4
TOE1,0,66,39
TOLLIP,14,84,7
TOLLIP-AS1,14,84,7
TOM1,3,72,30
TOM1L1,16,79,10
TOM1L2,1,45,59
TOMM20,19,62,24
TOMM20L,4,63,38
TOMM22,3,64,38
TOMM34,71,32,2
TOMM40,10,71,24
TOMM40L,25,65,15
TOMM5,15,75,15
TOMM6,21,71,13
TOMM7,62,39,4
TOMM70A,12,91,2
TONSL,57,43,5
TOP1,72,31,2
TOP1MT,56,44,5
TOP1P1,24,72,9
TOP1P2,2,66,37
TOP2A,12,74,19
TOP2B,9,89,7
TOP3A,1,43,61
TOP3B,4,72,29
TOPAZ1,7,82,16
TOPBP1,13,90,2
TOPORS,18,79,8
TOPORS-AS1,18,79,8
TOR1A,12,65,28
TOR1AIP1,18,73,14
TOR1AIP2,18,72,15
TOR1B,12,65,28
TOR2A,17,70,18
TOR3A,18,72,15
TOR4A,20,71,14
TOX,49,50,6
TOX2,70,32,3
TOX3,18,81,6
TOX4,8,56,41
TP53,2,41,62
TP53AIP1,29,70,6
TP53BP1,0,49,56
TP53BP2,17,80,8
TP53I11,14,88,3
TP53I13,8,62,35
TP53I3,13,72,20
TP53INP1,46,48,11
TP53INP2,65,31,9
TP53RK,70,33,2
TP53TG1,54,49,2
TP53TG3,14,82,9
TP53TG3B,14,82,9
TP53TG3C,14,82,9
TP53TG3D,14,83,8
TP53TG5,72,33,0
TP63,15,87,3
TP73,2,74,29
TP73-AS1,2,74,29
TPBG,9,84,12
TPBGL,12,86,7
TPCN1,13,77,15
TPCN2,10,89,6
TPD52,52,42,11
TPD52L1,11,83,11
TPD52L2,71,32,2
TPD52L3,15,63,27
TPGS1,9,67,29
TPGS2,3,42,60
TPH1,23,78,4
TPH2,16,85,4
TPI1,24,74,7
TPI1P2,33,59,13
TPI1P3,11,86,8
TPK1,54,49,2
TPM1,1,75,29
TPM2,20,75,10
TPM3,16,53,36
TPM3P9,8,68,29
TPM4,6,67,32
TPMT,17,68,20
TPO,30,69,6
TPP1,20,81,4
TPP2,61,43,1
TPPP,41,58,6
TPPP2,9,62,34
TPPP3,5,76,24
TPR,24,78,3
TPRA1,18,85,2
TPRG1,15,88,2
TPRG1-AS2,14,89,2
TPRG1L,1,74,30
TPRKB,16,88,1
TPRN,20,73,12
TPRX1,8,54,43
TPRXL,9,88,8
TPSAB1,13,80,12
TPSB2,13,80,12
TPSD1,13,80,12
TPSG1,13,80,12
TPST1,28,47,30
TPST2,2,75,28
TPT1,51,47,7
TPT1-AS1,55,43,7
TPTE,11,74,20
TPTE2,52,42,11
TPTE2P1,57,48,0
TPTE2P3,56,46,3
TPTE2P5,53,44,8
TPTE2P6,58,47,0
TPTEP1,3,73,29
TPX2,67,30,8
TRA2A,48,46,11
TRA2B,10,79,16
TRABD,3,73,29
TRABD2A,19,82,4
TRABD2B,13,78,14
TRADD,7,78,20
TRAF1,16,74,15
TRAF2,20,74,11
TRAF3,3,54,48
TRAF3IP1,23,80,2
TRAF3IP2,11,80,14
TRAF3IP2-AS1,11,67,27
TRAF3IP3,26,75,4
TRAF4,15,71,19
TRAF5,18,76,11
TRAF6,25,77,3
TRAF7,15,80,10
TRAFD1,7,59,39
TRAIP,7,61,37
TRAK1,7,75,23
TRAK2,17,80,8
TRAM1,46,47,12
TRAM1L1,2,81,22
TRAM2,26,76,3
TRAM2-AS1,26,76,3
TRANK1,9,85,11
TRAP1,9,72,24
TRAPPC1,2,42,61
TRAPPC10,7,81,17
TRAPPC11,3,73,29
TRAPPC12,27,73,5
TRAPPC13,3,65,37
TRAPPC2,25,78,2
TRAPPC2L,11,88,6
TRAPPC2P1,13,69,23
TRAPPC3,1,62,42
TRAPPC3L,10,85,10
TRAPPC4,11,69,25
TRAPPC5,6,51,48
TRAPPC6A,8,70,27
TRAPPC6B,7,60,38
TRAPPC8,3,32,70
TRAPPC9,59,38,8
TRAT1,13,86,6
TRDMT1,5,75,25
TRDN,9,85,11
TREH,8,75,22
TREM1,32,69,4
TREM2,38,65,2
TREML1,38,65,2
TREML2,38,65,2
TREML3P,38,65,2
TREML4,38,65,2
TREML5P,37,65,3
TRERF1,17,69,19
TRERNA1,69,34,2
TREX1,7,60,38
TREX2,25,78,2
TRG-AS1,67,37,1
TRH,12,88,5
TRHDE,17,84,4
TRHDE-AS1,17,84,4
TRHR,54,47,4
TRIAP1,9,59,37
TRIB1,55,46,4
TRIB2,26,76,3
TRIB3,43,40,22
TRIL,65,39,1
TRIM10,9,87,9
TRIM11,18,81,6
TRIM13,48,46,11
TRIM14,15,79,11
TRIM15,9,87,9
TRIM16,0,45,60
TRIM16L,1,42,62
TRIM17,18,81,6
TRIM2,3,77,25
TRIM21,18,79,8
TRIM22,17,83,5
TRIM23,3,65,37
TRIM24,33,52,20
TRIM25,16,76,13
TRIM26,9,87,9
TRIM27,9,87,9
TRIM28,43,51,11
TRIM29,13,86,6
TRIM3,19,82,4
TRIM31,9,87,9
TRIM32,15,81,9
TRIM33,1,68,36
TRIM34,17,83,5
TRIM35,18,44,43
TRIM36,6,77,22
TRIM37,9,40,56
TRIM38,24,76,5
TRIM39,9,87,9
TRIM39-RPP21,9,87,9
TRIM4,43,53,9
TRIM40,9,87,9
TRIM41,8,83,14
TRIM42,20,83,2
TRIM43,24,80,1
TRIM43B,23,81,1
TRIM44,27,75,3
TRIM45,2,88,15
TRIM46,27,69,9
TRIM47,15,66,24
TRIM48,9,65,31
TRIM49,14,84,7
TRIM49B,20,79,6
